anio_mundial,equipo_local,equipo_visitante,url_partido,jugador,seleccion_gol,minuto,minuto_num,tipo_gol,tiempo_extra
1930,Francia,México,1930_francia_mexico,Lucien Laurent,Francia,19,19,normal,false
1930,Francia,México,1930_francia_mexico,Marcel Langiller,Francia,40,40,normal,false
1930,Francia,México,1930_francia_mexico,Andre Maschinot,Francia,43,43,normal,false
1930,Francia,México,1930_francia_mexico,Juan Carreno,México,70,70,normal,false
1930,Francia,México,1930_francia_mexico,Andre Maschinot,Francia,87,87,normal,false
1930,Estados Unidos,Bélgica,1930_estados_unidos_belgica,Bart Mcghee,Estados Unidos,23,23,normal,false
1930,Estados Unidos,Bélgica,1930_estados_unidos_belgica,Tom Florie,Estados Unidos,45,45,normal,false
1930,Estados Unidos,Bélgica,1930_estados_unidos_belgica,Bert Patenaude,Estados Unidos,69,69,normal,false
1930,Rumania,Perú,1930_rumania_peru,Adalbert Desu,Rumania,1,1,normal,false
1930,Rumania,Perú,1930_rumania_peru,Luis Souza,Perú,75,75,normal,false
1930,Rumania,Perú,1930_rumania_peru,Constantin Stanciu,Rumania,79,79,normal,false
1930,Rumania,Perú,1930_rumania_peru,Nicolae Kovacs,Rumania,89,89,normal,false
1930,Yugoslavia,Brasil,1930_yugoslavia_brasil,Aleksandar Tirnanic,Yugoslavia,21,21,normal,false
1930,Yugoslavia,Brasil,1930_yugoslavia_brasil,Ivica Bek,Yugoslavia,30,30,normal,false
1930,Yugoslavia,Brasil,1930_yugoslavia_brasil,Preguinho,Brasil,62,62,normal,false
1930,Argentina,Francia,1930_argentina_francia,Luis Monti,Argentina,81,81,normal,false
1930,Chile,México,1930_chile_mexico,Carlos Vidal,Chile,3,3,normal,false
1930,Chile,México,1930_chile_mexico,Manuel Rosas,Chile,51,51,normal,false
1930,Chile,México,1930_chile_mexico,Carlos Vidal,Chile,65,65,normal,false
1930,Yugoslavia,Bolivia,1930_yugoslavia_bolivia,Ivica Bek,Yugoslavia,60,60,normal,false
1930,Yugoslavia,Bolivia,1930_yugoslavia_bolivia,Blagoje Marjanovic,Yugoslavia,65,65,normal,false
1930,Yugoslavia,Bolivia,1930_yugoslavia_bolivia,Ivica Bek,Yugoslavia,67,67,normal,false
1930,Yugoslavia,Bolivia,1930_yugoslavia_bolivia,Djordje Vujadinovic,Yugoslavia,85,85,normal,false
1930,Estados Unidos,Paraguay,1930_estados_unidos_paraguay,Bert Patenaude,Estados Unidos,10,10,normal,false
1930,Estados Unidos,Paraguay,1930_estados_unidos_paraguay,Bert Patenaude,Estados Unidos,15,15,normal,false
1930,Estados Unidos,Paraguay,1930_estados_unidos_paraguay,Bert Patenaude,Estados Unidos,50,50,normal,false
1930,Uruguay,Perú,1930_uruguay_peru,Hector Castro,Uruguay,60,60,normal,false
1930,Argentina,México,1930_argentina_mexico,Guillermo Stabile,Argentina,8,8,normal,false
1930,Argentina,México,1930_argentina_mexico,Adolfo Zumelzu,Argentina,12,12,normal,false
1930,Argentina,México,1930_argentina_mexico,Guillermo Stabile,Argentina,17,17,normal,false
1930,Argentina,México,1930_argentina_mexico,Manuel Rosas,México,42,42,penal,false
1930,Argentina,México,1930_argentina_mexico,Francisco Varallo,Argentina,53,53,normal,false
1930,Argentina,México,1930_argentina_mexico,Adolfo Zumelzu,Argentina,55,55,normal,false
1930,Argentina,México,1930_argentina_mexico,Manuel Rosas,México,65,65,normal,false
1930,Argentina,México,1930_argentina_mexico,Roberto Gayon,México,75,75,normal,false
1930,Argentina,México,1930_argentina_mexico,Guillermo Stabile,Argentina,80,80,normal,false
1930,Chile,Francia,1930_chile_francia,Guillermo Subiabre,Chile,65,65,normal,false
1930,Paraguay,Bélgica,1930_paraguay_belgica,Luis Vargas Pena,Paraguay,40,40,normal,false
1930,Brasil,Bolivia,1930_brasil_bolivia,Moderato,Brasil,37,37,normal,false
1930,Brasil,Bolivia,1930_brasil_bolivia,Preguinho,Brasil,67,67,normal,false
1930,Brasil,Bolivia,1930_brasil_bolivia,Moderato,Brasil,73,73,normal,false
1930,Brasil,Bolivia,1930_brasil_bolivia,Preguinho,Brasil,83,83,normal,false
1930,Uruguay,Rumania,1930_uruguay_rumania,Pablo Dorado,Uruguay,7,7,normal,false
1930,Uruguay,Rumania,1930_uruguay_rumania,Hector Scarone,Uruguay,24,24,normal,false
1930,Uruguay,Rumania,1930_uruguay_rumania,Juan Anselmo,Uruguay,30,30,normal,false
1930,Uruguay,Rumania,1930_uruguay_rumania,Pedro Cea,Uruguay,35,35,normal,false
1930,Argentina,Chile,1930_argentina_chile,Guillermo Stabile,Argentina,12,12,normal,false
1930,Argentina,Chile,1930_argentina_chile,Guillermo Stabile,Argentina,13,13,normal,false
1930,Argentina,Chile,1930_argentina_chile,Guillermo Subiabre,Chile,15,15,normal,false
1930,Argentina,Chile,1930_argentina_chile,Mario Evaristo,Argentina,51,51,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Luis Monti,Argentina,20,20,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Alejandro Scopelli,Argentina,56,56,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Guillermo Stabile,Argentina,69,69,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Carlos Peucelle,Argentina,80,80,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Carlos Peucelle,Argentina,85,85,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Guillermo Stabile,Argentina,87,87,normal,false
1930,Argentina,Estados Unidos,1930_argentina_estados_unidos,Jim Brown,Estados Unidos,89,89,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Branislav Sekulic,Yugoslavia,4,4,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Pedro Cea,Uruguay,18,18,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Juan Anselmo,Uruguay,20,20,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Juan Anselmo,Uruguay,31,31,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Victoriano Iriarte,Uruguay,61,61,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Pedro Cea,Uruguay,67,67,normal,false
1930,Uruguay,Yugoslavia,1930_uruguay_yugoslavia,Pedro Cea,Uruguay,72,72,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Pablo Dorado,Uruguay,12,12,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Carlos Peucelle,Argentina,20,20,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Guillermo Stabile,Argentina,37,37,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Pedro Cea,Uruguay,57,57,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Victoriano Iriarte,Uruguay,68,68,normal,false
1930,Argentina,Uruguay,1930_argentina_uruguay,Hector Castro,Uruguay,89,89,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Stanislaus Kobierski,Alemania,25,25,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Bernard Voorhoof,Bélgica,29,29,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Bernard Voorhoof,Bélgica,43,43,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Otto Siffling,Alemania,49,49,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Edmund Conen,Alemania,66,66,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Edmund Conen,Alemania,70,70,normal,false
1934,Alemania,Bélgica,1934_alemania_belgica,Edmund Conen,Alemania,87,87,normal,false
1934,Suecia,Argentina,1934_suecia_argentina,Ernesto Belis,Argentina,4,4,normal,false
1934,Suecia,Argentina,1934_suecia_argentina,Sven Jonasson,Suecia,9,9,normal,false
1934,Suecia,Argentina,1934_suecia_argentina,Alberto Galateo,Argentina,48,48,normal,false
1934,Suecia,Argentina,1934_suecia_argentina,Sven Jonasson,Suecia,67,67,normal,false
1934,Suecia,Argentina,1934_suecia_argentina,Knut Kroon,Suecia,79,79,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Angelo Schiavio,Italia,18,18,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Raimundo Orsi,Italia,20,20,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Angelo Schiavio,Italia,29,29,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Aldo Donelli,Estados Unidos,57,57,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Giovanni Ferrari,Italia,63,63,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Angelo Schiavio,Italia,64,64,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Raimundo Orsi,Italia,69,69,normal,false
1934,Italia,Estados Unidos,1934_italia_estados_unidos,Giuseppe Meazza,Italia,90,90,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Pal Teleki,Hungría,11,11,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Geza Toldi,Hungría,27,27,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Abdulrahman Fawzi,Egipto,31,31,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Abdulrahman Fawzi,Egipto,39,39,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Jeno Vincze,Hungría,53,53,normal,false
1934,Hungría,Egipto,1934_hungria_egipto,Geza Toldi,Hungría,61,61,normal,false
1934,España,Brasil,1934_espana_brasil,Iraragorri,España,18,18,penal,false
1934,España,Brasil,1934_espana_brasil,Iraragorri,España,25,25,normal,false
1934,España,Brasil,1934_espana_brasil,Isidro Langara,España,29,29,normal,false
1934,España,Brasil,1934_espana_brasil,Leonidas,Brasil,55,55,normal,false
1934,Checoslovaquia,Rumania,1934_checoslovaquia_rumania,Stefan Dobay,Rumania,11,11,normal,false
1934,Checoslovaquia,Rumania,1934_checoslovaquia_rumania,Antonin Puc,Checoslovaquia,50,50,normal,false
1934,Checoslovaquia,Rumania,1934_checoslovaquia_rumania,Oldrich Nejedly,Checoslovaquia,67,67,normal,false
1934,Suiza,Paises Bajos,1934_suiza_holanda,Leopold Kielholz,Suiza,7,7,normal,false
1934,Suiza,Paises Bajos,1934_suiza_holanda,Kick Smit,Paises Bajos,19,19,normal,false
1934,Suiza,Paises Bajos,1934_suiza_holanda,Leopold Kielholz,Suiza,43,43,normal,false
1934,Suiza,Paises Bajos,1934_suiza_holanda,Andre Abegglen,Suiza,69,69,normal,false
1934,Suiza,Paises Bajos,1934_suiza_holanda,Leen Vente,Paises Bajos,84,84,normal,false
1934,Austria,Francia,1934_austria_francia,Jean Nicolas,Francia,18,18,normal,false
1934,Austria,Francia,1934_austria_francia,Matthias Sindelar,Austria,44,44,normal,false
1934,Austria,Francia,1934_austria_francia,Toni Schall,Austria,93,93,normal,true
1934,Austria,Francia,1934_austria_francia,Josef Bican,Austria,109,109,normal,true
1934,Austria,Francia,1934_austria_francia,Georges Verriest,Francia,116,116,penal,true
1934,Checoslovaquia,Suiza,1934_checoslovaquia_suiza,Leopold Kielholz,Suiza,18,18,normal,false
1934,Checoslovaquia,Suiza,1934_checoslovaquia_suiza,Frantisek Svoboda,Checoslovaquia,24,24,normal,false
1934,Checoslovaquia,Suiza,1934_checoslovaquia_suiza,Frantisek Svoboda,Checoslovaquia,49,49,normal,false
1934,Checoslovaquia,Suiza,1934_checoslovaquia_suiza,Willy Jaeggi,Suiza,78,78,normal,false
1934,Checoslovaquia,Suiza,1934_checoslovaquia_suiza,Oldrich Nejedly,Checoslovaquia,82,82,normal,false
1934,Austria,Hungría,1934_austria_hungria,Johann Horvath,Austria,8,8,normal,false
1934,Austria,Hungría,1934_austria_hungria,Karl Zischek,Austria,51,51,normal,false
1934,Austria,Hungría,1934_austria_hungria,Gyorgy Sarosi,Hungría,60,60,penal,false
1934,Alemania,Suecia,1934_alemania_suecia,Karl Hohmann,Alemania,60,60,normal,false
1934,Alemania,Suecia,1934_alemania_suecia,Karl Hohmann,Alemania,63,63,normal,false
1934,Alemania,Suecia,1934_alemania_suecia,Gosta Dunker,Suecia,82,82,normal,false
1934,Italia,España,1934_italia_espana,Luis Regueiro,España,30,30,normal,false
1934,Italia,España,1934_italia_espana,Giovanni Ferrari,Italia,44,44,normal,false
1934,Italia,España,1934_italia_espana_2,Giuseppe Meazza,Italia,11,11,normal,false
1934,Checoslovaquia,Alemania,1934_checoslovaquia_alemania,Oldrich Nejedly,Checoslovaquia,21,21,normal,false
1934,Checoslovaquia,Alemania,1934_checoslovaquia_alemania,Rudolf Noack,Alemania,62,62,normal,false
1934,Checoslovaquia,Alemania,1934_checoslovaquia_alemania,Oldrich Nejedly,Checoslovaquia,69,69,normal,false
1934,Checoslovaquia,Alemania,1934_checoslovaquia_alemania,Oldrich Nejedly,Checoslovaquia,80,80,normal,false
1934,Italia,Austria,1934_italia_austria,Enrique Guaita,Italia,19,19,normal,false
1934,Austria,Alemania,1934_austria_alemania,Ernest Lehner,Alemania,1,1,normal,false
1934,Austria,Alemania,1934_austria_alemania,Edmund Conen,Alemania,27,27,normal,false
1934,Austria,Alemania,1934_austria_alemania,Johann Horvath,Austria,28,28,normal,false
1934,Austria,Alemania,1934_austria_alemania,Ernest Lehner,Alemania,42,42,normal,false
1934,Austria,Alemania,1934_austria_alemania,Karl Sesta,Austria,54,54,normal,false
1934,Italia,Checoslovaquia,1934_italia_checoslovaquia,Antonin Puc,Checoslovaquia,76,76,normal,false
1934,Italia,Checoslovaquia,1934_italia_checoslovaquia,Raimundo Orsi,Italia,81,81,normal,false
1934,Italia,Checoslovaquia,1934_italia_checoslovaquia,Angelo Schiavio,Italia,95,95,normal,true
1938,Suiza,Alemania,1938_suiza_alemania,Josef Gauchel,Alemania,29,29,normal,false
1938,Suiza,Alemania,1938_suiza_alemania,Andre Abegglen,Suiza,43,43,normal,false
1938,Francia,Bélgica,1938_francia_belgica,Emile Veinante,Francia,1,1,normal,false
1938,Francia,Bélgica,1938_francia_belgica,Jean Nicolas,Francia,16,16,normal,false
1938,Francia,Bélgica,1938_francia_belgica,Henri Isemborghs,Bélgica,38,38,normal,false
1938,Francia,Bélgica,1938_francia_belgica,Jean Nicolas,Francia,69,69,normal,false
1938,Italia,Noruega,1938_italia_noruega,Pietro Ferraris,Italia,2,2,normal,false
1938,Italia,Noruega,1938_italia_noruega,Arne Brustad,Noruega,83,83,normal,false
1938,Italia,Noruega,1938_italia_noruega,Silvio Piola,Italia,94,94,normal,true
1938,Brasil,Polonia,1938_brasil_polonia,Leonidas,Brasil,18,18,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Fryedryk Szerfke,Polonia,23,23,penal,false
1938,Brasil,Polonia,1938_brasil_polonia,Romeu,Brasil,25,25,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Peracio,Brasil,44,44,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Ernest Wilimowski,Polonia,53,53,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Ernest Wilimowski,Polonia,59,59,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Peracio,Brasil,71,71,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Ernest Wilimowski,Polonia,89,89,normal,false
1938,Brasil,Polonia,1938_brasil_polonia,Leonidas,Brasil,93,93,normal,true
1938,Brasil,Polonia,1938_brasil_polonia,Leonidas,Brasil,104,104,normal,true
1938,Brasil,Polonia,1938_brasil_polonia,Ernest Wilimowski,Polonia,118,118,normal,true
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Vilmos Kohut,Hungría,13,13,normal,false
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Geza Toldi,Hungría,15,15,normal,false
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Gyorgy Sarosi,Hungría,28,28,normal,false
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Gyula Zsengeller,Hungría,35,35,normal,false
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Gyula Zsengeller,Hungría,76,76,normal,false
1938,Hungría,Indias Orientales Holand.,1938_hungria_indias_orientales,Gyorgy Sarosi,Hungría,89,89,normal,false
1938,Checoslovaquia,Paises Bajos,1938_checoslovaquia_holanda,Josef Kostalek,Checoslovaquia,93,93,normal,true
1938,Checoslovaquia,Paises Bajos,1938_checoslovaquia_holanda,Oldrich Nejedly,Checoslovaquia,111,111,normal,true
1938,Checoslovaquia,Paises Bajos,1938_checoslovaquia_holanda,Josef Zeman,Checoslovaquia,118,118,normal,true
1938,Cuba,Rumania,1938_cuba_rumania,Silviu Bindea,Rumania,35,35,normal,false
1938,Cuba,Rumania,1938_cuba_rumania,Hector Socorro,Cuba,44,44,normal,false
1938,Cuba,Rumania,1938_cuba_rumania,Jose Magrina,Cuba,69,69,normal,false
1938,Cuba,Rumania,1938_cuba_rumania,Iuliu Baratky,Rumania,88,88,normal,false
1938,Cuba,Rumania,1938_cuba_rumania,Hector Socorro,Cuba,103,103,normal,true
1938,Cuba,Rumania,1938_cuba_rumania,Stefan Dobay,Rumania,105,105,normal,true
1938,Suiza,Alemania,1938_suiza_alemania_2,Wilhelm Hahnemann,Alemania,8,8,normal,false
1938,Suiza,Alemania,1938_suiza_alemania_2,Ernst Loertscher,Alemania,22,22,normal,false
1938,Suiza,Alemania,1938_suiza_alemania_2,Eugen Walachek,Suiza,42,42,normal,false
1938,Suiza,Alemania,1938_suiza_alemania_2,Fredy Bickel,Suiza,64,64,normal,false
1938,Suiza,Alemania,1938_suiza_alemania_2,Andre Abegglen,Suiza,75,75,normal,false
1938,Suiza,Alemania,1938_suiza_alemania_2,Andre Abegglen,Suiza,78,78,normal,false
1938,Cuba,Rumania,1938_cuba_rumania_2,Stefan Dobay,Rumania,28,28,normal,false
1938,Cuba,Rumania,1938_cuba_rumania_2,Hector Socorro,Cuba,51,51,normal,false
1938,Cuba,Rumania,1938_cuba_rumania_2,Tomas Fernandez,Cuba,53,53,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Tore Keller,Suecia,9,9,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Gustav Wetterstrom,Suecia,32,32,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Gustav Wetterstrom,Suecia,37,37,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Gustav Wetterstrom,Suecia,44,44,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Tore Keller,Suecia,80,80,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Tore Keller,Suecia,81,81,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Arne Nyberg,Suecia,84,84,normal,false
1938,Cuba,Suecia,1938_cuba_suecia,Harry Andersson,Suecia,90,90,normal,false
1938,Italia,Francia,1938_italia_francia,Gino Colaussi,Italia,9,9,normal,false
1938,Italia,Francia,1938_italia_francia,Oscar Heisserer,Francia,10,10,normal,false
1938,Italia,Francia,1938_italia_francia,Silvio Piola,Italia,51,51,normal,false
1938,Italia,Francia,1938_italia_francia,Silvio Piola,Italia,72,72,normal,false
1938,Hungría,Suiza,1938_hungria_suiza,Gyorgy Sarosi,Hungría,40,40,normal,false
1938,Hungría,Suiza,1938_hungria_suiza,Gyula Zsengeller,Hungría,89,89,normal,false
1938,Brasil,Checoslovaquia,1938_brasil_checoslovaquia,Leonidas,Brasil,30,30,normal,false
1938,Brasil,Checoslovaquia,1938_brasil_checoslovaquia,Oldrich Nejedly,Checoslovaquia,65,65,penal,false
1938,Brasil,Checoslovaquia,1938_brasil_checoslovaquia_2,Vlastimil Kopecky,Checoslovaquia,25,25,normal,false
1938,Brasil,Checoslovaquia,1938_brasil_checoslovaquia_2,Leonidas,Brasil,57,57,normal,false
1938,Brasil,Checoslovaquia,1938_brasil_checoslovaquia_2,Roberto,Brasil,63,63,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Arne Nyberg,Suecia,1,1,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Sven Jacobsson,Hungría,19,19,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Ferenc Sas,Hungría,37,37,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Gyula Zsengeller,Hungría,39,39,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Gyorgy Sarosi,Hungría,65,65,normal,false
1938,Hungría,Suecia,1938_hungria_suecia,Gyula Zsengeller,Hungría,85,85,normal,false
1938,Brasil,Italia,1938_brasil_italia,Gino Colaussi,Italia,51,51,normal,false
1938,Brasil,Italia,1938_brasil_italia,Giuseppe Meazza,Italia,60,60,penal,false
1938,Brasil,Italia,1938_brasil_italia,Romeu,Brasil,87,87,normal,false
1938,Italia,Hungría,1938_italia_hungria,Gino Colaussi,Italia,6,6,normal,false
1938,Italia,Hungría,1938_italia_hungria,Pal Titkos,Hungría,8,8,normal,false
1938,Italia,Hungría,1938_italia_hungria,Silvio Piola,Italia,16,16,normal,false
1938,Italia,Hungría,1938_italia_hungria,Gino Colaussi,Italia,35,35,normal,false
1938,Italia,Hungría,1938_italia_hungria,Gyorgy Sarosi,Hungría,70,70,normal,false
1938,Italia,Hungría,1938_italia_hungria,Silvio Piola,Italia,82,82,normal,false
1954,Yugoslavia,Francia,1954_yugoslavia_francia,Milos Milutinovic,Yugoslavia,15,15,normal,false
1954,Austria,Escocia,1954_austria_escocia,Erich Probst,Austria,33,33,normal,false
1954,Uruguay,Checoslovaquia,1954_uruguay_checoslovaquia,Oscar Miguez,Uruguay,71,71,normal,false
1954,Uruguay,Checoslovaquia,1954_uruguay_checoslovaquia,Juan Schiaffino,Uruguay,84,84,normal,false
1954,Brasil,México,1954_brasil_mexico,Baltazar,Brasil,23,23,normal,false
1954,Brasil,México,1954_brasil_mexico,Didi,Brasil,30,30,normal,false
1954,Brasil,México,1954_brasil_mexico,Pinga,Brasil,34,34,normal,false
1954,Brasil,México,1954_brasil_mexico,Pinga,Brasil,43,43,normal,false
1954,Brasil,México,1954_brasil_mexico,Julinho,Brasil,69,69,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Ferenc Puskas,Hungría,12,12,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Mihaly Lantos,Hungría,18,18,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Sandor Kocsis,Hungría,24,24,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Sandor Kocsis,Hungría,36,36,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Sandor Kocsis,Hungría,50,50,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Zoltan Czibor,Hungría,59,59,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Peter Palotas,Hungría,75,75,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Peter Palotas,Hungría,83,83,normal,false
1954,Hungría,Corea del Sur,1954_hungria_corea_del_sur,Ferenc Puskas,Hungría,89,89,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Leopold Anoul,Bélgica,5,5,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Ivor Broadis,Inglaterra,26,26,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Nat Lofthouse,Inglaterra,36,36,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Ivor Broadis,Inglaterra,63,63,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Rik Coppens,Bélgica,67,67,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Leopold Anoul,Bélgica,71,71,normal,false
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Nat Lofthouse,Inglaterra,91,91,normal,true
1954,Inglaterra,Bélgica,1954_inglaterra_belgica,Jimmy Dickinson,Bélgica,94,94,normal,true
1954,Alemania Occidental,Turquía,1954_alemania_occidental_turquia,Mamat Suat,Turquía,2,2,normal,false
1954,Alemania Occidental,Turquía,1954_alemania_occidental_turquia,Hans Schaefer,Alemania Occidental,14,14,normal,false
1954,Alemania Occidental,Turquía,1954_alemania_occidental_turquia,Berni Klodt,Alemania Occidental,52,52,normal,false
1954,Alemania Occidental,Turquía,1954_alemania_occidental_turquia,Ottmar Walter,Alemania Occidental,60,60,normal,false
1954,Alemania Occidental,Turquía,1954_alemania_occidental_turquia,Max Morlock,Alemania Occidental,84,84,normal,false
1954,Suiza,Italia,1954_suiza_italia,Robert Ballaman,Suiza,18,18,normal,false
1954,Suiza,Italia,1954_suiza_italia,Giampiero Boniperti,Italia,44,44,normal,false
1954,Suiza,Italia,1954_suiza_italia,Sepp Huegi,Suiza,78,78,normal,false
1954,Francia,México,1954_francia_mexico,Jean Vincent,Francia,19,19,normal,false
1954,Francia,México,1954_francia_mexico,Raul Cardenas,Francia,46,46,normal,false
1954,Francia,México,1954_francia_mexico,Jose Lamadrid,México,54,54,normal,false
1954,Francia,México,1954_francia_mexico,Tomas Balcazar,México,85,85,normal,false
1954,Francia,México,1954_francia_mexico,Raymond Kopa,Francia,88,88,penal,false
1954,Brasil,Yugoslavia,1954_brasil_yugoslavia,Branko Zebec,Yugoslavia,48,48,normal,false
1954,Brasil,Yugoslavia,1954_brasil_yugoslavia,Didi,Brasil,69,69,normal,false
1954,Austria,Checoslovaquia,1954_austria_checoslovaquia,Ernst Stojaspal,Austria,3,3,normal,false
1954,Austria,Checoslovaquia,1954_austria_checoslovaquia,Erich Probst,Austria,4,4,normal,false
1954,Austria,Checoslovaquia,1954_austria_checoslovaquia,Erich Probst,Austria,21,21,normal,false
1954,Austria,Checoslovaquia,1954_austria_checoslovaquia,Erich Probst,Austria,24,24,normal,false
1954,Austria,Checoslovaquia,1954_austria_checoslovaquia,Ernst Stojaspal,Austria,65,65,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Carlos Borges,Uruguay,17,17,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Oscar Miguez,Uruguay,30,30,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Carlos Borges,Uruguay,47,47,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Julio Abbadie,Uruguay,54,54,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Carlos Borges,Uruguay,57,57,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Oscar Miguez,Uruguay,83,83,normal,false
1954,Uruguay,Escocia,1954_uruguay_escocia,Julio Abbadie,Uruguay,85,85,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Sandor Kocsis,Hungría,3,3,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Ferenc Puskas,Hungría,17,17,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Sandor Kocsis,Hungría,21,21,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Alfred Pfaff,Alemania Occidental,25,25,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Nandor Hidegkuti,Hungría,52,52,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Nandor Hidegkuti,Hungría,54,54,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Sandor Kocsis,Hungría,69,69,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Jozsef Toth,Hungría,75,75,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Helmut Rahn,Alemania Occidental,77,77,normal,false
1954,Hungría,Alemania Occidental,1954_hungria_alemania_occidental,Sandor Kocsis,Hungría,78,78,normal,false
