anio_mundial,numero_partido,fecha,etapa,equipo_local,equipo_visitante,goles_local,goles_visitante,goles_local_et,goles_visit_et,penales_local,penales_visit
1930,1,1930-07-13,"1ra Ronda, Grupo 1",Francia,México,4,1,,,,
1930,2,1930-07-13,"1ra Ronda, Grupo 4",Estados Unidos,Bélgica,3,0,,,,
1930,3,1930-07-14,"1ra Ronda, Grupo 3",Rumania,Perú,3,1,,,,
1930,4,1930-07-14,"1ra Ronda, Grupo 2",Yugoslavia,Brasil,2,1,,,,
1930,5,1930-07-15,"1ra Ronda, Grupo 1",Argentina,Francia,1,0,,,,
1930,6,1930-07-16,"1ra Ronda, Grupo 1",Chile,México,3,0,,,,
1930,7,1930-07-17,"1ra Ronda, Grupo 2",Yugoslavia,Bolivia,4,0,,,,
1930,8,1930-07-17,"1ra Ronda, Grupo 4",Estados Unidos,Paraguay,3,0,,,,
1930,9,1930-07-18,"1ra Ronda, Grupo 3",Uruguay,Perú,1,0,,,,
1930,10,1930-07-19,"1ra Ronda, Grupo 1",Argentina,México,6,3,,,,
1930,11,1930-07-19,"1ra Ronda, Grupo 1",Chile,Francia,1,0,,,,
1930,12,1930-07-20,"1ra Ronda, Grupo 4",Paraguay,Bélgica,1,0,,,,
1930,13,1930-07-20,"1ra Ronda, Grupo 2",Brasil,Bolivia,4,0,,,,
1930,14,1930-07-21,"1ra Ronda, Grupo 3",Uruguay,Rumania,4,0,,,,
1930,15,1930-07-22,"1ra Ronda, Grupo 1",Argentina,Chile,3,1,,,,
1930,16,1930-07-26,Semis,Argentina,Estados Unidos,6,1,,,,
1930,17,1930-07-27,Semis,Uruguay,Yugoslavia,6,1,,,,
1930,18,1930-07-30,Final,Argentina,Uruguay,2,4,,,,
1934,1,1934-05-27,Octavos,Alemania,Bélgica,5,2,,,,
1934,2,1934-05-27,Octavos,Suecia,Argentina,3,2,,,,
1934,3,1934-05-27,Octavos,Italia,Estados Unidos,7,1,,,,
1934,4,1934-05-27,Octavos,Hungría,Egipto,4,2,,,,
1934,5,1934-05-27,Octavos,España,Brasil,3,1,,,,
1934,6,1934-05-27,Octavos,Checoslovaquia,Rumania,2,1,,,,
1934,7,1934-05-27,Octavos,Suiza,Paises Bajos,3,2,,,,
1934,8,1934-05-27,Octavos,Austria,Francia,3,2,2,1,,
1934,9,1934-05-31,Cuartos,Checoslovaquia,Suiza,3,2,,,,
1934,10,1934-05-31,Cuartos,Austria,Hungría,2,1,,,,
1934,11,1934-05-31,Cuartos,Alemania,Suecia,2,1,,,,
1934,12,1934-05-31,Cuartos,Italia,España,1,1,0,0,,
1934,13,1934-06-01,Cuartos,Italia,España,1,0,,,,
1934,14,1934-06-03,Semis,Checoslovaquia,Alemania,3,1,,,,
1934,15,1934-06-03,Semis,Italia,Austria,1,0,,,,
1934,16,1934-06-07,3er Puesto,Austria,Alemania,2,3,,,,
1934,17,1934-06-10,Final,Italia,Checoslovaquia,2,1,1,0,,
1938,1,1938-06-04,Octavos,Suiza,Alemania,1,1,0,0,,
1938,2,1938-06-05,Octavos,Francia,Bélgica,3,1,,,,
1938,3,1938-06-05,Octavos,Italia,Noruega,2,1,1,0,,
1938,4,1938-06-05,Octavos,Brasil,Polonia,6,5,2,1,,
1938,5,1938-06-05,Octavos,Hungría,Indias Orientales Holand.,6,0,,,,
1938,6,1938-06-05,Octavos,Checoslovaquia,Paises Bajos,3,0,3,0,,
1938,7,1938-06-05,Octavos,Cuba,Rumania,3,3,1,1,,
1938,8,1938-06-09,Octavos,Suiza,Alemania,4,2,,,,
1938,9,1938-06-09,Octavos,Cuba,Rumania,2,1,,,,
1938,10,1938-06-12,Cuartos,Cuba,Suecia,0,8,,,,
1938,11,1938-06-12,Cuartos,Italia,Francia,3,1,,,,
1938,12,1938-06-12,Cuartos,Hungría,Suiza,2,0,,,,
1938,13,1938-06-12,Cuartos,Brasil,Checoslovaquia,1,1,0,0,,
1938,14,1938-06-14,Cuartos,Brasil,Checoslovaquia,2,1,,,,
1938,15,1938-06-16,Semis,Hungría,Suecia,5,1,,,,
1938,16,1938-06-16,Semis,Brasil,Italia,1,2,,,,
1938,17,1938-06-19,3er Puesto,Brasil,Suecia,4,2,,,,
1938,18,1938-06-19,Final,Italia,Hungría,4,2,,,,
1950,1,1950-06-24,"1ra Ronda, Grupo 1",Brasil,México,4,0,,,,
1950,2,1950-06-25,"1ra Ronda, Grupo 3",Suecia,Italia,3,2,,,,
1950,3,1950-06-25,"1ra Ronda, Grupo 1",Yugoslavia,Suiza,3,0,,,,
1950,4,1950-06-25,"1ra Ronda, Grupo 2",Inglaterra,Chile,2,0,,,,
1950,5,1950-06-25,"1ra Ronda, Grupo 2",España,Estados Unidos,3,1,,,,
1950,6,1950-06-28,"1ra Ronda, Grupo 1",Yugoslavia,México,4,1,,,,
1950,7,1950-06-28,"1ra Ronda, Grupo 1",Brasil,Suiza,2,2,,,,
1950,8,1950-06-29,"1ra Ronda, Grupo 3",Suecia,Paraguay,2,2,,,,
1950,9,1950-06-29,"1ra Ronda, Grupo 2",Estados Unidos,Inglaterra,1,0,,,,
1950,10,1950-06-29,"1ra Ronda, Grupo 2",España,Chile,2,0,,,,
1950,11,1950-07-01,"1ra Ronda, Grupo 1",Brasil,Yugoslavia,2,0,,,,
1950,12,1950-07-02,"1ra Ronda, Grupo 4",Uruguay,Bolivia,8,0,,,,
1950,13,1950-07-02,"1ra Ronda, Grupo 1",Suiza,México,2,1,,,,
1950,14,1950-07-02,"1ra Ronda, Grupo 2",España,Inglaterra,1,0,,,,
1950,15,1950-07-02,"1ra Ronda, Grupo 2",Chile,Estados Unidos,5,2,,,,
1950,16,1950-07-02,"1ra Ronda, Grupo 3",Italia,Paraguay,2,0,,,,
1950,17,1950-07-09,Ronda Final,Brasil,Suecia,7,1,,,,
1950,18,1950-07-09,Ronda Final,Uruguay,España,2,2,,,,
1950,19,1950-07-13,Ronda Final,Uruguay,Suecia,3,2,,,,
1950,20,1950-07-13,Ronda Final,Brasil,España,6,1,,,,
1950,21,1950-07-16,Ronda Final,Suecia,España,3,1,,,,
1950,22,1950-07-16,Ronda Final,Uruguay,Brasil,2,1,,,,
1954,1,1954-06-16,"1ra Ronda, Grupo 1",Yugoslavia,Francia,1,0,,,,
1954,2,1954-06-16,"1ra Ronda, Grupo 3",Austria,Escocia,1,0,,,,
1954,3,1954-06-16,"1ra Ronda, Grupo 3",Uruguay,Checoslovaquia,2,0,,,,
1954,4,1954-06-16,"1ra Ronda, Grupo 1",Brasil,México,5,0,,,,
1954,5,1954-06-17,"1ra Ronda, Grupo 2",Hungría,Corea del Sur,9,0,,,,
1954,6,1954-06-17,"1ra Ronda, Grupo 4",Inglaterra,Bélgica,4,4,1,1,,
1954,7,1954-06-17,"1ra Ronda, Grupo 2",Alemania Occidental,Turquía,4,1,,,,
1954,8,1954-06-17,"1ra Ronda, Grupo 4",Suiza,Italia,2,1,,,,
1954,9,1954-06-19,"1ra Ronda, Grupo 1",Francia,México,3,2,,,,
1954,10,1954-06-19,"1ra Ronda, Grupo 1",Brasil,Yugoslavia,1,1,0,0,,
1954,11,1954-06-19,"1ra Ronda, Grupo 3",Austria,Checoslovaquia,5,0,,,,
1954,12,1954-06-19,"1ra Ronda, Grupo 3",Uruguay,Escocia,7,0,,,,
1954,13,1954-06-20,"1ra Ronda, Grupo 2",Hungría,Alemania Occidental,8,3,,,,
1954,14,1954-06-20,"1ra Ronda, Grupo 2",Turquía,Corea del Sur,7,0,,,,
1954,15,1954-06-20,"1ra Ronda, Grupo 4",Inglaterra,Suiza,2,0,,,,
1954,16,1954-06-20,"1ra Ronda, Grupo 4",Italia,Bélgica,4,1,,,,
1954,17,1954-06-23,"1ra Ronda, Grupo 4",Suiza,Italia,4,1,,,,
1954,18,1954-06-23,"1ra Ronda, Grupo 2",Alemania Occidental,Turquía,7,2,,,,
1954,19,1954-06-26,Cuartos,Uruguay,Inglaterra,4,2,,,,
1954,20,1954-06-26,Cuartos,Austria,Suiza,7,5,,,,
1954,21,1954-06-27,Cuartos,Hungría,Brasil,4,2,,,,
1954,22,1954-06-27,Cuartos,Alemania Occidental,Yugoslavia,2,0,,,,
1954,23,1954-06-30,Semis,Hungría,Uruguay,4,2,2,0,,
1954,24,1954-06-30,Semis,Alemania Occidental,Austria,6,1,,,,
1954,25,1954-07-03,3er Puesto,Uruguay,Austria,1,3,,,,
1954,26,1954-07-04,Final,Hungría,Alemania Occidental,2,3,,,,
1958,1,1958-06-08,"1ra Ronda, Grupo 3",Hungría,Gales,1,1,,,,
1958,2,1958-06-08,"1ra Ronda, Grupo 1",Irlanda del Norte,Checoslovaquia,1,0,,,,
1958,3,1958-06-08,"1ra Ronda, Grupo 4",Brasil,Austria,3,0,,,,
1958,4,1958-06-08,"1ra Ronda, Grupo 2",Francia,Paraguay,7,3,,,,
1958,5,1958-06-08,"1ra Ronda, Grupo 1",Argentina,Alemania Occidental,1,3,,,,
1958,6,1958-06-08,"1ra Ronda, Grupo 4",URSS,Inglaterra,2,2,,,,
1958,7,1958-06-08,"1ra Ronda, Grupo 2",Yugoslavia,Escocia,1,1,,,,
1958,8,1958-06-08,"1ra Ronda, Grupo 3",Suecia,México,3,0,,,,
1958,9,1958-06-11,"1ra Ronda, Grupo 2",Yugoslavia,Francia,3,2,,,,
1958,10,1958-06-11,"1ra Ronda, Grupo 2",Paraguay,Escocia,3,2,,,,
1958,11,1958-06-11,"1ra Ronda, Grupo 3",México,Gales,1,1,,,,
1958,12,1958-06-11,"1ra Ronda, Grupo 1",Alemania Occidental,Checoslovaquia,2,2,,,,
1958,13,1958-06-11,"1ra Ronda, Grupo 4",URSS,Austria,2,0,,,,
1958,14,1958-06-11,"1ra Ronda, Grupo 1",Argentina,Irlanda del Norte,3,1,,,,
1958,15,1958-06-11,"1ra Ronda, Grupo 4",Brasil,Inglaterra,0,0,,,,
1958,16,1958-06-12,"1ra Ronda, Grupo 3",Suecia,Hungría,2,1,,,,
1958,17,1958-06-15,"1ra Ronda, Grupo 2",Francia,Escocia,2,1,,,,
1958,18,1958-06-15,"1ra Ronda, Grupo 3",Suecia,Gales,0,0,,,,
1958,19,1958-06-15,"1ra Ronda, Grupo 1",Alemania Occidental,Irlanda del Norte,2,2,,,,
1958,20,1958-06-15,"1ra Ronda, Grupo 2",Paraguay,Yugoslavia,3,3,,,,
1958,21,1958-06-15,"1ra Ronda, Grupo 4",Brasil,URSS,2,0,,,,
1958,22,1958-06-15,"1ra Ronda, Grupo 4",Inglaterra,Austria,2,2,,,,
1958,23,1958-06-15,"1ra Ronda, Grupo 3",Hungría,México,4,0,,,,
1958,24,1958-06-15,"1ra Ronda, Grupo 1",Checoslovaquia,Argentina,6,1,,,,
1958,25,1958-06-17,"1ra Ronda, Grupo 1",Irlanda del Norte,Checoslovaquia,2,1,1,0,,
1958,26,1958-06-17,"1ra Ronda, Grupo 3",Gales,Hungría,2,1,,,,
1958,27,1958-06-17,"1ra Ronda, Grupo 4",URSS,Inglaterra,1,0,,,,
1958,28,1958-06-19,Cuartos,Francia,Irlanda del Norte,4,0,,,,
1958,29,1958-06-19,Cuartos,Alemania Occidental,Yugoslavia,1,0,,,,
1958,30,1958-06-19,Cuartos,Brasil,Gales,1,0,,,,
1958,31,1958-06-19,Cuartos,Suecia,URSS,2,0,,,,
1958,32,1958-06-24,Semis,Alemania Occidental,Suecia,1,3,,,,
1958,33,1958-06-24,Semis,Francia,Brasil,2,5,,,,
1958,34,1958-06-28,3er Puesto,Alemania Occidental,Francia,3,6,,,,
1958,35,1958-06-29,Final,Suecia,Brasil,2,5,,,,
1962,1,1962-05-30,"1ra Ronda, Grupo 1",Uruguay,Colombia,2,1,,,,
1962,2,1962-05-30,"1ra Ronda, Grupo 3",Brasil,México,2,0,,,,
1962,3,1962-05-30,"1ra Ronda, Grupo 2",Chile,Suiza,3,1,,,,
1962,4,1962-05-30,"1ra Ronda, Grupo 4",Argentina,Bulgaria,1,0,,,,
1962,5,1962-05-31,"1ra Ronda, Grupo 3",Checoslovaquia,España,1,0,,,,
1962,6,1962-05-31,"1ra Ronda, Grupo 1",URSS,Yugoslavia,2,0,,,,
1962,7,1962-05-31,"1ra Ronda, Grupo 4",Hungría,Inglaterra,2,1,,,,
1962,8,1962-05-31,"1ra Ronda, Grupo 2",Alemania Occidental,Italia,0,0,,,,
1962,9,1962-06-02,"1ra Ronda, Grupo 2",Chile,Italia,2,0,,,,
1962,10,1962-06-02,"1ra Ronda, Grupo 3",Brasil,Checoslovaquia,0,0,,,,
1962,11,1962-06-02,"1ra Ronda, Grupo 1",Yugoslavia,Uruguay,3,1,,,,
1962,12,1962-06-02,"1ra Ronda, Grupo 4",Inglaterra,Argentina,3,1,,,,
1962,13,1962-06-03,"1ra Ronda, Grupo 4",Hungría,Bulgaria,6,1,,,,
1962,14,1962-06-03,"1ra Ronda, Grupo 1",URSS,Colombia,4,4,,,,
1962,15,1962-06-03,"1ra Ronda, Grupo 3",España,México,1,0,,,,
1962,16,1962-06-03,"1ra Ronda, Grupo 2",Alemania Occidental,Suiza,2,1,,,,
1962,17,1962-06-06,"1ra Ronda, Grupo 2",Alemania Occidental,Chile,2,0,,,,
1962,18,1962-06-06,"1ra Ronda, Grupo 4",Hungría,Argentina,0,0,,,,
1962,19,1962-06-06,"1ra Ronda, Grupo 1",URSS,Uruguay,2,1,,,,
1962,20,1962-06-06,"1ra Ronda, Grupo 3",Brasil,España,2,1,,,,
1962,21,1962-06-07,"1ra Ronda, Grupo 1",Yugoslavia,Colombia,5,0,,,,
1962,22,1962-06-07,"1ra Ronda, Grupo 3",México,Checoslovaquia,3,1,,,,
1962,23,1962-06-07,"1ra Ronda, Grupo 2",Italia,Suiza,3,0,,,,
1962,24,1962-06-07,"1ra Ronda, Grupo 4",Inglaterra,Bulgaria,0,0,,,,
1962,25,1962-06-10,Cuartos,Brasil,Inglaterra,3,1,,,,
1962,26,1962-06-10,Cuartos,Checoslovaquia,Hungría,1,0,,,,
1962,27,1962-06-10,Cuartos,Yugoslavia,Alemania Occidental,1,0,,,,
1962,28,1962-06-10,Cuartos,Chile,URSS,2,1,,,,
1962,29,1962-06-13,Semis,Yugoslavia,Checoslovaquia,1,3,,,,
1962,30,1962-06-13,Semis,Chile,Brasil,2,4,,,,
1962,31,1962-06-16,3er Puesto,Chile,Yugoslavia,1,0,,,,
1962,32,1962-06-17,Final,Brasil,Checoslovaquia,3,1,,,,
1966,1,1966-07-11,"1ra Ronda, Grupo 1",Inglaterra,Uruguay,0,0,,,,
1966,2,1966-07-12,"1ra Ronda, Grupo 2",Alemania Occidental,Suiza,5,0,,,,
1966,3,1966-07-12,"1ra Ronda, Grupo 4",URSS,Corea del Norte,3,0,,,,
1966,4,1966-07-12,"1ra Ronda, Grupo 3",Brasil,Bulgaria,2,0,,,,
1966,5,1966-07-13,"1ra Ronda, Grupo 1",Francia,México,1,1,,,,
1966,6,1966-07-13,"1ra Ronda, Grupo 4",Italia,Chile,2,0,,,,
1966,7,1966-07-13,"1ra Ronda, Grupo 3",Portugal,Hungría,3,1,,,,
1966,8,1966-07-13,"1ra Ronda, Grupo 2",Argentina,España,2,1,,,,
1966,9,1966-07-15,"1ra Ronda, Grupo 1",Uruguay,Francia,2,1,,,,
1966,10,1966-07-15,"1ra Ronda, Grupo 3",Hungría,Brasil,3,1,,,,
1966,11,1966-07-15,"1ra Ronda, Grupo 2",España,Suiza,2,1,,,,
1966,12,1966-07-15,"1ra Ronda, Grupo 4",Corea del Norte,Chile,1,1,,,,
1966,13,1966-07-16,"1ra Ronda, Grupo 3",Portugal,Bulgaria,3,0,,,,
1966,14,1966-07-16,"1ra Ronda, Grupo 2",Alemania Occidental,Argentina,0,0,,,,
1966,15,1966-07-16,"1ra Ronda, Grupo 4",URSS,Italia,1,0,,,,
1966,16,1966-07-16,"1ra Ronda, Grupo 1",Inglaterra,México,2,0,,,,
1966,17,1966-07-19,"1ra Ronda, Grupo 3",Portugal,Brasil,3,1,,,,
1966,18,1966-07-19,"1ra Ronda, Grupo 1",Uruguay,México,0,0,,,,
1966,19,1966-07-19,"1ra Ronda, Grupo 2",Argentina,Suiza,2,0,,,,
1966,20,1966-07-19,"1ra Ronda, Grupo 4",Corea del Norte,Italia,1,0,,,,
1966,21,1966-07-20,"1ra Ronda, Grupo 1",Inglaterra,Francia,2,0,,,,
1966,22,1966-07-20,"1ra Ronda, Grupo 2",Alemania Occidental,España,2,1,,,,
1966,23,1966-07-20,"1ra Ronda, Grupo 4",URSS,Chile,2,1,,,,
1966,24,1966-07-20,"1ra Ronda, Grupo 3",Hungría,Bulgaria,3,1,,,,
1966,25,1966-07-23,Cuartos,Portugal,Corea del Norte,5,3,,,,
1966,26,1966-07-23,Cuartos,Inglaterra,Argentina,1,0,,,,
1966,27,1966-07-23,Cuartos,Alemania Occidental,Uruguay,4,0,,,,
1966,28,1966-07-23,Cuartos,URSS,Hungría,2,1,,,,
1966,29,1966-07-25,Semis,Alemania Occidental,URSS,2,1,,,,
1966,30,1966-07-26,Semis,Inglaterra,Portugal,2,1,,,,
1966,31,1966-07-28,3er Puesto,Portugal,URSS,2,1,,,,
1966,32,1966-07-30,Final,Inglaterra,Alemania Occidental,4,2,2,0,,
1970,1,1970-05-31,"1ra Ronda, Grupo 1",México,URSS,0,0,,,,
1970,2,1970-06-02,"1ra Ronda, Grupo 3",Inglaterra,Rumania,1,0,,,,
1970,3,1970-06-02,"1ra Ronda, Grupo 2",Uruguay,Israel,2,0,,,,
1970,4,1970-06-02,"1ra Ronda, Grupo 4",Perú,Bulgaria,3,2,,,,
1970,5,1970-06-03,"1ra Ronda, Grupo 2",Italia,Suecia,1,0,,,,
1970,6,1970-06-03,"1ra Ronda, Grupo 4",Alemania Occidental,Marruecos,2,1,,,,
1970,7,1970-06-03,"1ra Ronda, Grupo 1",Bélgica,El Salvador,3,0,,,,
1970,8,1970-06-03,"1ra Ronda, Grupo 3",Brasil,Checoslovaquia,4,1,,,,
1970,9,1970-06-06,"1ra Ronda, Grupo 4",Perú,Marruecos,3,0,,,,
1970,10,1970-06-06,"1ra Ronda, Grupo 3",Rumania,Checoslovaquia,2,1,,,,
1970,11,1970-06-06,"1ra Ronda, Grupo 1",URSS,Bélgica,4,1,,,,
1970,12,1970-06-06,"1ra Ronda, Grupo 2",Uruguay,Italia,0,0,,,,
1970,13,1970-06-07,"1ra Ronda, Grupo 2",Suecia,Israel,1,1,,,,
1970,14,1970-06-07,"1ra Ronda, Grupo 1",México,El Salvador,4,0,,,,
1970,15,1970-06-07,"1ra Ronda, Grupo 4",Alemania Occidental,Bulgaria,5,2,,,,
1970,16,1970-06-07,"1ra Ronda, Grupo 3",Brasil,Inglaterra,1,0,,,,
1970,17,1970-06-10,"1ra Ronda, Grupo 1",URSS,El Salvador,2,0,,,,
1970,18,1970-06-10,"1ra Ronda, Grupo 2",Suecia,Uruguay,1,0,,,,
1970,19,1970-06-10,"1ra Ronda, Grupo 4",Alemania Occidental,Perú,3,1,,,,
1970,20,1970-06-10,"1ra Ronda, Grupo 3",Brasil,Rumania,3,2,,,,
1970,21,1970-06-11,"1ra Ronda, Grupo 4",Bulgaria,Marruecos,1,1,,,,
1970,22,1970-06-11,"1ra Ronda, Grupo 3",Inglaterra,Checoslovaquia,1,0,,,,
1970,23,1970-06-11,"1ra Ronda, Grupo 1",México,Bélgica,1,0,,,,
1970,24,1970-06-11,"1ra Ronda, Grupo 2",Italia,Israel,0,0,,,,
1970,25,1970-06-14,Cuartos,Alemania Occidental,Inglaterra,3,2,1,0,,
1970,26,1970-06-14,Cuartos,Italia,México,4,1,,,,
1970,27,1970-06-14,Cuartos,Uruguay,URSS,1,0,1,0,,
1970,28,1970-06-14,Cuartos,Brasil,Perú,4,2,,,,
1970,29,1970-06-17,Semis,Uruguay,Brasil,1,3,,,,
1970,30,1970-06-17,Semis,Italia,Alemania Occidental,4,3,3,2,,
1970,31,1970-06-20,3er Puesto,Uruguay,Alemania Occidental,0,1,,,,
1970,32,1970-06-21,Final,Brasil,Italia,4,1,,,,
1974,1,1974-06-13,"1ra Ronda, Grupo 2",Brasil,Yugoslavia,0,0,,,,
1974,2,1974-06-14,"1ra Ronda, Grupo 1",Alemania Occidental,Chile,1,0,,,,
1974,3,1974-06-14,"1ra Ronda, Grupo 1",Alemania Oriental,Australia,2,0,,,,
1974,4,1974-06-14,"1ra Ronda, Grupo 2",Zaire,Escocia,0,2,,,,
1974,5,1974-06-15,"1ra Ronda, Grupo 3",Suecia,Bulgaria,0,0,,,,
1974,6,1974-06-15,"1ra Ronda, Grupo 4",Polonia,Argentina,3,2,,,,
1974,7,1974-06-15,"1ra Ronda, Grupo 4",Italia,Haití,3,1,,,,
1974,8,1974-06-15,"1ra Ronda, Grupo 3",Uruguay,Paises Bajos,0,2,,,,
1974,9,1974-06-18,"1ra Ronda, Grupo 2",Escocia,Brasil,0,0,,,,
1974,10,1974-06-18,"1ra Ronda, Grupo 1",Australia,Alemania Occidental,0,3,,,,
1974,11,1974-06-18,"1ra Ronda, Grupo 2",Yugoslavia,Zaire,9,0,,,,
1974,12,1974-06-18,"1ra Ronda, Grupo 1",Chile,Alemania Oriental,1,1,,,,
1974,13,1974-06-19,"1ra Ronda, Grupo 3",Paises Bajos,Suecia,0,0,,,,
1974,14,1974-06-19,"1ra Ronda, Grupo 4",Argentina,Italia,1,1,,,,
1974,15,1974-06-19,"1ra Ronda, Grupo 4",Haití,Polonia,0,7,,,,
1974,16,1974-06-19,"1ra Ronda, Grupo 3",Bulgaria,Uruguay,1,1,,,,
1974,17,1974-06-22,"1ra Ronda, Grupo 2",Zaire,Brasil,0,3,,,,
1974,18,1974-06-22,"1ra Ronda, Grupo 1",Alemania Oriental,Alemania Occidental,1,0,,,,
1974,19,1974-06-22,"1ra Ronda, Grupo 1",Australia,Chile,0,0,,,,
1974,20,1974-06-22,"1ra Ronda, Grupo 2",Escocia,Yugoslavia,1,1,,,,
1974,21,1974-06-23,"1ra Ronda, Grupo 4",Polonia,Italia,2,1,,,,
1974,22,1974-06-23,"1ra Ronda, Grupo 4",Argentina,Haití,4,1,,,,
1974,23,1974-06-23,"1ra Ronda, Grupo 3",Bulgaria,Paises Bajos,1,4,,,,
1974,24,1974-06-23,"1ra Ronda, Grupo 3",Suecia,Uruguay,3,0,,,,
1974,25,1974-06-26,"2da Ronda, Grupo B",Suecia,Polonia,0,1,,,,
1974,26,1974-06-26,"2da Ronda, Grupo B",Yugoslavia,Alemania Occidental,0,2,,,,
1974,27,1974-06-26,"2da Ronda, Grupo A",Paises Bajos,Argentina,4,0,,,,
1974,28,1974-06-26,"2da Ronda, Grupo A",Brasil,Alemania Oriental,1,0,,,,
1974,29,1974-06-30,"2da Ronda, Grupo A",Alemania Oriental,Paises Bajos,0,2,,,,
1974,30,1974-06-30,"2da Ronda, Grupo A",Argentina,Brasil,1,2,,,,
1974,31,1974-06-30,"2da Ronda, Grupo B",Polonia,Yugoslavia,2,1,,,,
1974,32,1974-06-30,"2da Ronda, Grupo B",Alemania Occidental,Suecia,4,2,,,,
1974,33,1974-07-03,"2da Ronda, Grupo B",Suecia,Yugoslavia,2,1,,,,
1974,34,1974-07-03,"2da Ronda, Grupo A",Argentina,Alemania Oriental,1,1,,,,
1974,35,1974-07-03,"2da Ronda, Grupo B",Polonia,Alemania Occidental,0,1,,,,
1974,36,1974-07-03,"2da Ronda, Grupo A",Paises Bajos,Brasil,2,0,,,,
1974,37,1974-07-06,3er Puesto,Brasil,Polonia,0,1,,,,
1974,38,1974-07-07,Final,Paises Bajos,Alemania Occidental,1,2,,,,
1978,1,1978-06-01,"1ra Ronda, Grupo 2",Alemania Occidental,Polonia,0,0,,,,
1978,2,1978-06-02,"1ra Ronda, Grupo 2",Túnez,México,3,1,,,,
1978,3,1978-06-02,"1ra Ronda, Grupo 1",Italia,Francia,2,1,,,,
1978,4,1978-06-02,"1ra Ronda, Grupo 1",Argentina,Hungría,2,1,,,,
1978,5,1978-06-03,"1ra Ronda, Grupo 4",Paises Bajos,Irán,3,0,,,,
1978,6,1978-06-03,"1ra Ronda, Grupo 3",Austria,España,2,1,,,,
1978,7,1978-06-03,"1ra Ronda, Grupo 4",Perú,Escocia,3,1,,,,
1978,8,1978-06-03,"1ra Ronda, Grupo 3",Suecia,Brasil,1,1,,,,
1978,9,1978-06-06,"1ra Ronda, Grupo 2",Alemania Occidental,México,6,0,,,,
1978,10,1978-06-06,"1ra Ronda, Grupo 1",Argentina,Francia,2,1,,,,
1978,11,1978-06-06,"1ra Ronda, Grupo 2",Polonia,Túnez,1,0,,,,
1978,12,1978-06-06,"1ra Ronda, Grupo 1",Italia,Hungría,3,1,,,,
1978,13,1978-06-07,"1ra Ronda, Grupo 4",Paises Bajos,Perú,0,0,,,,
1978,14,1978-06-07,"1ra Ronda, Grupo 3",Brasil,España,0,0,,,,
1978,15,1978-06-07,"1ra Ronda, Grupo 4",Escocia,Irán,1,1,,,,
1978,16,1978-06-07,"1ra Ronda, Grupo 3",Austria,Suecia,1,0,,,,
1978,17,1978-06-10,"1ra Ronda, Grupo 1",Italia,Argentina,1,0,,,,
1978,18,1978-06-10,"1ra Ronda, Grupo 2",Alemania Occidental,Túnez,0,0,,,,
1978,19,1978-06-10,"1ra Ronda, Grupo 1",Francia,Hungría,3,1,,,,
1978,20,1978-06-10,"1ra Ronda, Grupo 2",Polonia,México,3,1,,,,
1978,21,1978-06-11,"1ra Ronda, Grupo 4",Perú,Irán,4,1,,,,
1978,22,1978-06-11,"1ra Ronda, Grupo 3",España,Suecia,1,0,,,,
1978,23,1978-06-11,"1ra Ronda, Grupo 4",Escocia,Paises Bajos,3,2,,,,
1978,24,1978-06-11,"1ra Ronda, Grupo 3",Brasil,Austria,1,0,,,,
1978,25,1978-06-14,"2da Ronda, Grupo A",Paises Bajos,Austria,5,1,,,,
1978,26,1978-06-14,"2da Ronda, Grupo A",Alemania Occidental,Italia,0,0,,,,
1978,27,1978-06-14,"2da Ronda, Grupo B",Brasil,Perú,3,0,,,,
1978,28,1978-06-14,"2da Ronda, Grupo B",Argentina,Polonia,2,0,,,,
1978,29,1978-06-18,"2da Ronda, Grupo B",Argentina,Brasil,0,0,,,,
1978,30,1978-06-18,"2da Ronda, Grupo B",Polonia,Perú,1,0,,,,
1978,31,1978-06-18,"2da Ronda, Grupo A",Alemania Occidental,Paises Bajos,2,2,,,,
1978,32,1978-06-18,"2da Ronda, Grupo A",Italia,Austria,1,0,,,,
1978,33,1978-06-21,"2da Ronda, Grupo B",Argentina,Perú,6,0,,,,
1978,34,1978-06-21,"2da Ronda, Grupo A",Paises Bajos,Italia,2,1,,,,
1978,35,1978-06-21,"2da Ronda, Grupo B",Brasil,Polonia,3,1,,,,
1978,36,1978-06-21,"2da Ronda, Grupo A",Austria,Alemania Occidental,3,2,,,,
1978,37,1978-06-24,3er Puesto,Brasil,Italia,2,1,,,,
1978,38,1978-06-25,Final,Argentina,Paises Bajos,3,1,2,0,,
1982,1,1982-06-13,"1ra Ronda, Grupo C",Argentina,Bélgica,0,1,,,,
1982,2,1982-06-14,"1ra Ronda, Grupo F",Brasil,URSS,2,1,,,,
1982,3,1982-06-14,"1ra Ronda, Grupo A",Italia,Polonia,0,0,,,,
1982,4,1982-06-15,"1ra Ronda, Grupo A",Perú,Camerún,0,0,,,,
1982,5,1982-06-15,"1ra Ronda, Grupo F",Escocia,Nueva Zelanda,5,2,,,,
1982,6,1982-06-15,"1ra Ronda, Grupo C",Hungría,El Salvador,10,1,,,,
1982,7,1982-06-16,"1ra Ronda, Grupo B",Alemania Occidental,Argelia,1,2,,,,
1982,8,1982-06-16,"1ra Ronda, Grupo E",España,Honduras,1,1,,,,
