apellido,nombre,nombre_completo,seleccion,fecha_nacimiento,posicion,url_ficha
Schaefer,Manfred,"Schaefer, Manfred",Australia,12 de febrero de 1943,Defensor,https://www.losmundialesdefutbol.com/jugadores/manfred_schaefer.php
Schall,Toni,"Schall, Toni",Austria,22 de junio de 1907,Delantero,https://www.losmundialesdefutbol.com/jugadores/toni_schall.php
Schär,Fabian,Fabian Lukas Schär,Suiza,20 de diciembre de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/fabian_schar.php
Schennikov,Georgy,"Schennikov, Georgy",Rusia,27 de abril de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/georgy_schennikov.php
Scherer,Adolf,"Scherer, Adolf",Checoslovaquia,5 de mayo de 1938,Delantero,https://www.losmundialesdefutbol.com/jugadores/adolf_scherer.php
Schettina,Vladimiro,"Schettina, Vladimiro",Paraguay,8 de octubre de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/vladimiro_schettina.php
Schiaffino,Juan,"Schiaffino, Juan",Uruguay,28 de julio de 1925,Delantero,https://www.losmundialesdefutbol.com/jugadores/juan_schiaffino.php
Schiavio,Angelo,"Schiavio, Angelo",Italia,15 de octubre de 1905,Delantero,https://www.losmundialesdefutbol.com/jugadores/angelo_schiavio.php
Schildenfeld,Gordon,"Schildenfeld, Gordon",Croacia,18 de marzo de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/gordon_schildenfeld.php
Schillaci,Salvatore,"Schillaci, Salvatore",Italia,1 de diciembre de 1964,Delantero,https://www.losmundialesdefutbol.com/jugadores/salvatore_schillaci.php
Schindelholz,Jean-Claude,"Schindelholz, Jean-Claude",Suiza,11 de octubre de 1940,Delantero,https://www.losmundialesdefutbol.com/jugadores/jean_claude_schindelholz.php
Schjonberg,Michael,"Schjonberg, Michael",Dinamarca,19 de enero de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/michael_schjonberg.php
Schleger,Walter,"Schleger, Walter",Austria,19 de septiembre de 1929,Delantero,https://www.losmundialesdefutbol.com/jugadores/walter_schleger.php
Schlotterbeck,Nico,Nico Schlotterbeck,Alemania,1 de diciembre de 1999,Defensor,https://www.losmundialesdefutbol.com/jugadores/nico_schlotterbeck.php
Schmaus,Willi,"Schmaus, Willi",Austria,16 de junio de 1911,Defensor,https://www.losmundialesdefutbol.com/jugadores/willi_schmaus.php
Schmaus,Willibald,"Schmaus, Willibald",Alemania,16 de junio de 1911,Defensor,https://www.losmundialesdefutbol.com/jugadores/willibald_schmaus.php
Schmeichel,Kasper,Kasper Peter Schmeichel,Dinamarca,05 de noviembre de 1986,Arquero,https://www.losmundialesdefutbol.com/jugadores/kasper_schmeichel.php
Schmeichel,Peter,"Schmeichel, Peter",Dinamarca,18 de noviembre de 1963,Arquero,https://www.losmundialesdefutbol.com/jugadores/peter_schmeichel.php
Schmid,Daniel,"Schmid, Daniel",Japón,3 de febrero de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/daniel_schmid.php
Schmidt,Alfred,"Schmidt, Alfred",Alemania Occidental,5 de septiembre de 1935,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alfred_schmidt.php
Schmied,Kurt,"Schmied, Kurt",Austria,14 de junio de 1926,Arquero,https://www.losmundialesdefutbol.com/jugadores/kurt_schmied.php
Schmucker,Frantisek,"Schmucker, Frantisek",Checoslovaquia,28 de enero de 1940,Arquero,https://www.losmundialesdefutbol.com/jugadores/frantisek_schmucker.php
Schneeberger,Carlos,"Schneeberger, Carlos",Chile,21 de junio de 1902,Delantero,https://www.losmundialesdefutbol.com/jugadores/carlos_schneeberger.php
Schneider,Bernd,"Schneider, Bernd",Alemania,17 de noviembre de 1973,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/bernd_schneider.php
Schneiderlin,Morgan,"Schneiderlin, Morgan",Francia,8 de noviembre de 1989,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/morgan_schneiderlin.php
Schneiter,Heinz,"Schneiter, Heinz",Suiza,12 de abril de 1935,Defensor,https://www.losmundialesdefutbol.com/jugadores/heinz_schneiter.php
Schnellinger,Karl-Heinz,"Schnellinger, Karl-Heinz",Alemania Occidental,31 de marzo de 1939,Defensor,https://www.losmundialesdefutbol.com/jugadores/karl_heinz_schnellinger.php
Schnuphase,Ruediger,"Schnuphase, Ruediger",Alemania Oriental,23 de enero de 1954,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ruediger_schnuphase.php
Schoemaker,Arie,"Schoemaker, Arie",Paises Bajos,8 de noviembre de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/arie_schoemaker.php
Schoenaker,Dirk,"Schoenaker, Dirk",Paises Bajos,30 de noviembre de 1952,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/dirk_schoenaker.php
Schoettel,Peter,"Schoettel, Peter",Austria,26 de marzo de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/peter_schoettel.php
Scholes,Paul,"Scholes, Paul",Inglaterra,16 de noviembre de 1974,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/paul_scholes.php
Schöne,Lasse,Lasse Schöne,Dinamarca,27 de mayo de 1986,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/lasse_schone.php
Schopp,Markus,"Schopp, Markus",Austria,22 de febrero de 1974,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/markus_schopp.php
Schram,Frederik,Frederik August Albrecht Schram,Islandia,19 de enero de 1995,Arquero,https://www.losmundialesdefutbol.com/jugadores/frederik_schram.php
Schrijvers,Piet,"Schrijvers, Piet",Paises Bajos,15 de diciembre de 1946,Arquero,https://www.losmundialesdefutbol.com/jugadores/piet_schrijvers.php
Schrojf,Viliam,"Schrojf, Viliam",Checoslovaquia,2 de agosto de 1931,Arquero,https://www.losmundialesdefutbol.com/jugadores/viliam_schrojf.php
Schultz,Ernest,"Schultz, Ernest",Francia,29 de enero de 1931,Delantero,https://www.losmundialesdefutbol.com/jugadores/ernest_schultz.php
Schulz,Willi,"Schulz, Willi",Alemania Occidental,4 de octubre de 1938,Defensor,https://www.losmundialesdefutbol.com/jugadores/willi_schulz.php
Schum,Itzhak,"Schum, Itzhak",Israel,1 de septiembre de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/itzhak_schum.php
Schumacher,Harald,"Schumacher, Harald",Alemania Occidental,6 de marzo de 1954,Arquero,https://www.losmundialesdefutbol.com/jugadores/harald_schumacher.php
Schürrle,André,"Schürrle, André",Alemania,6 de octubre de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andre_schurrle.php
Schuth,Johnny,"Schuth, Johnny",Francia,7 de diciembre de 1941,Arquero,https://www.losmundialesdefutbol.com/jugadores/johnny_schuth.php
Schwager,Yeshaiyahu,"Schwager, Yeshaiyahu",Israel,10 de febrero de 1946,Defensor,https://www.losmundialesdefutbol.com/jugadores/yeshaiyahu_schwager.php
Schwartz,Hans,"Schwartz, Hans",Alemania,1 de marzo de 1913,Defensor,https://www.losmundialesdefutbol.com/jugadores/hans_schwartz.php
Schwarz,Stefan,"Schwarz, Stefan",Suecia,18 de abril de 1969,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/stefan_schwarz.php
Schwarzenbeck,Hans-Georg,"Schwarzenbeck, Hans-Georg",Alemania Occidental,3 de abril de 1948,Defensor,https://www.losmundialesdefutbol.com/jugadores/hans_georg_schwarzenbeck.php
Schwarzer,Mark,"Schwarzer, Mark",Australia,6 de octubre de 1972,Arquero,https://www.losmundialesdefutbol.com/jugadores/mark_schwarzer.php
Schwegler,Pirmin,"Schwegler, Pirmin",Suiza,9 de marzo de 1987,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/pirmin_schwegler.php
Schweinsteiger,Bastian,"Schweinsteiger, Bastian",Alemania,1 de agosto de 1984,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/bastian_schweinsteiger.php
Scifo,Enzo,"Scifo, Enzo",Bélgica,19 de febrero de 1966,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/enzo_scifo.php
Scirea,Gaetano,"Scirea, Gaetano",Italia,25 de mayo de 1953,Defensor,https://www.losmundialesdefutbol.com/jugadores/gaetano_scirea.php
Scopelli,Alejandro,"Scopelli, Alejandro",Argentina,12 de mayo de 1908,Delantero,https://www.losmundialesdefutbol.com/jugadores/alejandro_scopelli.php
Scoponi,Norberto,"Scoponi, Norberto",Argentina,13 de enero de 1961,Arquero,https://www.losmundialesdefutbol.com/jugadores/norberto_scoponi.php
Scotland,Jason,"Scotland, Jason",Trinidad y Tobago,18 de febrero de 1979,Delantero,https://www.losmundialesdefutbol.com/jugadores/jason_scotland.php
Scott,Alex,"Scott, Alex",Escocia,22 de noviembre de 1937,Delantero,https://www.losmundialesdefutbol.com/jugadores/alex_scott.php
Scott,Jackie,"Scott, Jackie",Irlanda del Norte,22 de diciembre de 1933,Delantero,https://www.losmundialesdefutbol.com/jugadores/jackie_scott.php
Scott,Laurie,"Scott, Laurie",Inglaterra,23 de abril de 1917,Defensor,https://www.losmundialesdefutbol.com/jugadores/laurie_scott.php
Scotti,Andres,"Scotti, Andres",Uruguay,14 de diciembre de 1975,Defensor,https://www.losmundialesdefutbol.com/jugadores/andres_scotti.php
Seaman,David,"Seaman, David",Inglaterra,19 de septiembre de 1963,Arquero,https://www.losmundialesdefutbol.com/jugadores/david_seaman.php
Sechehaye,Frank,"Sechehaye, Frank",Suiza,3 de noviembre de 1907,Arquero,https://www.losmundialesdefutbol.com/jugadores/frank_sechehaye.php
Seedorf,Clarence,"Seedorf, Clarence",Paises Bajos,1 de abril de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/clarence_seedorf.php
Seeler,Uwe,"Seeler, Uwe",Alemania Occidental,5 de noviembre de 1936,Delantero,https://www.losmundialesdefutbol.com/jugadores/uwe_seeler.php
Seferovic,Haris,Haris Seferović,Suiza,22 de febrero de 1992,Delantero,https://www.losmundialesdefutbol.com/jugadores/haris_seferovic.php
Segarra,Joan,"Segarra, Joan",España,15 de noviembre de 1927,Defensor,https://www.losmundialesdefutbol.com/jugadores/joan_segarra.php
Segato,Armando,"Segato, Armando",Italia,3 de mayo de 1930,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/armando_segato.php
Segota,Branko,"Segota, Branko",Canadá,8 de junio de 1961,Delantero,https://www.losmundialesdefutbol.com/jugadores/branko_segota.php
Segovia,Dario,"Segovia, Dario",Paraguay,,Defensor,https://www.losmundialesdefutbol.com/jugadores/dario_segovia.php
Seguin,Wolfgang,"Seguin, Wolfgang",Alemania Oriental,14 de septiembre de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/wolfgang_seguin.php
Segura,Miguel,"Segura, Miguel",Costa Rica,2 de septiembre de 1963,Arquero,https://www.losmundialesdefutbol.com/jugadores/miguel_segura.php
Seidu,Alidu,"Seidu, Alidu",Ghana,4 de junio de 2000,Defensor,https://www.losmundialesdefutbol.com/jugadores/alidu_seidu.php
Seitaridis,Giourkas,"Seitaridis, Giourkas",Grecia,4 de junio de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/giourkas_seitaridis.php
Sekularac,Dragoslav,"Sekularac, Dragoslav",Yugoslavia,30 de noviembre de 1937,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/dragoslav_sekularac.php
Sekulic,Branislav,"Sekulic, Branislav",Yugoslavia,29 de octubre de 1906,Delantero,https://www.losmundialesdefutbol.com/jugadores/branislav_sekulic.php
Selander,Hans,"Selander, Hans",Suecia,15 de marzo de 1945,Defensor,https://www.losmundialesdefutbol.com/jugadores/hans_selander.php
Seliga,Aleksander,"Seliga, Aleksander",Eslovenia,1 de febrero de 1980,Arquero,https://www.losmundialesdefutbol.com/jugadores/aleksander_seliga.php
Selmonsson,Arne,"Selmonsson, Arne",Suecia,29 de marzo de 1931,Delantero,https://www.losmundialesdefutbol.com/jugadores/arne_selmonsson.php
Selvaggi,Franco,"Selvaggi, Franco",Italia,15 de mayo de 1953,Delantero,https://www.losmundialesdefutbol.com/jugadores/franco_selvaggi.php
Selymes,Tibor,"Selymes, Tibor",Rumania,14 de mayo de 1970,Defensor,https://www.losmundialesdefutbol.com/jugadores/tibor_selymes.php
Semak,Sergei,"Semak, Sergei",Rusia,27 de febrero de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/sergei_semak.php
Seman,Stanislav,"Seman, Stanislav",Checoslovaquia,8 de agosto de 1952,Arquero,https://www.losmundialesdefutbol.com/jugadores/stanislav_seman.php
Semenov,Andrey,Andrei Sergeyevich Semyonov,Rusia,24 de marzo de 1989,Defensor,https://www.losmundialesdefutbol.com/jugadores/andrey_semenov.php
Semenyo,Antoine,"Semenyo, Antoine",Ghana,7 de enero de 2000,Delantero,https://www.losmundialesdefutbol.com/jugadores/antoine_semenyo.php
Semiónov,Andréi,Andrei Igorevich Semyonov,Rusia,8 de junio de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/andrei_semionov.php
Semmeling,Leon,"Semmeling, Leon",Bélgica,4 de enero de 1940,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/leon_semmeling.php
Semshov,Igor,"Semshov, Igor",Rusia,6 de abril de 1978,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/igor_semshov.php
Senaya,Yao Junior,"Senaya, Yao Junior",Togo,19 de abril de 1984,Delantero,https://www.losmundialesdefutbol.com/jugadores/yao_junior_senaya.php
Senderos,Philippe,"Senderos, Philippe",Suiza,14 de febrero de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/philippe_senderos.php
Senecky,Karel,"Senecky, Karel",Checoslovaquia,17 de marzo de 1919,Delantero,https://www.losmundialesdefutbol.com/jugadores/karel_senecky.php
Senekowitsch,Helmut,"Senekowitsch, Helmut",Austria,22 de octubre de 1933,Delantero,https://www.losmundialesdefutbol.com/jugadores/helmut_senekowitsch.php
Sennikov,Dmitri,"Sennikov, Dmitri",Rusia,24 de junio de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/dmitri_sennikov.php
Senor,Juan Antonio,"Senor, Juan Antonio",España,26 de agosto de 1958,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/juan_antonio_senor.php
Sensini,Roberto,"Sensini, Roberto",Argentina,12 de octubre de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/roberto_sensini.php
Sentimenti,Lucidio,"Sentimenti, Lucidio",Italia,1 de julio de 1920,Arquero,https://www.losmundialesdefutbol.com/jugadores/lucidio_sentimenti.php
Seo,Dong Myung,"Seo, Dong Myung",Corea del Sur,4 de mayo de 1974,Arquero,https://www.losmundialesdefutbol.com/jugadores/dong_myung_seo.php
Seo,Jung Won,"Seo, Jung Won",Corea del Sur,17 de diciembre de 1970,Delantero,https://www.losmundialesdefutbol.com/jugadores/jung_won_seo.php
Seol,Ki Hyeon,"Seol, Ki Hyeon",Corea del Sur,8 de enero de 1979,Delantero,https://www.losmundialesdefutbol.com/jugadores/ki_hyeon_seol.php
Sepi,Gratian,"Sepi, Gratian",Rumania,30 de diciembre de 1910,Delantero,https://www.losmundialesdefutbol.com/jugadores/gratian_sepi.php
Septien,Carlos,"Septien, Carlos",México,18 de enero de 1923,Delantero,https://www.losmundialesdefutbol.com/jugadores/carlos_septien.php
Sepulveda,Guillermo,"Sepulveda, Guillermo",México,28 de febrero de 1934,Defensor,https://www.losmundialesdefutbol.com/jugadores/guillermo_sepulveda.php
Sequeira,Douglas,"Sequeira, Douglas",Costa Rica,23 de agosto de 1977,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/douglas_sequeira.php
Sequeira,Patrick,Patrick Gilmar Sequeira Mejías,Costa Rica,1 de marzo de 1999,Arquero,https://www.losmundialesdefutbol.com/jugadores/patrick_sequeira.php
Seraj,Behnam,"Seraj, Behnam",Irán,19 de junio de 1971,Delantero,https://www.losmundialesdefutbol.com/jugadores/behnam_seraj.php
Serantoni,Pietro,"Serantoni, Pietro",Italia,12 de diciembre de 1916,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/pietro_serantoni.php
Serebryanikov,Viktor,"Serebryanikov, Viktor",URSS,29 de marzo de 1940,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/viktor_serebryanikov.php
Serena,Aldo,"Serena, Aldo",Italia,25 de junio de 1960,Delantero,https://www.losmundialesdefutbol.com/jugadores/aldo_serena.php
,Sergi,Sergi,España,28 de diciembre de 1971,Defensor,https://www.losmundialesdefutbol.com/jugadores/sergi.php
,Serginho,Serginho,Brasil,23 de diciembre de 1953,Delantero,https://www.losmundialesdefutbol.com/jugadores/serginho.php
,Sergio,Sergio,España,10 de noviembre de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/sergio.php
,Sergio Conceicao,Sergio Conceicao,Portugal,15 de noviembre de 1974,Delantero,https://www.losmundialesdefutbol.com/jugadores/sergio_conceicao.php
Seric,Anthony,"Seric, Anthony",Croacia,15 de enero de 1979,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/anthony_seric.php
Sermeno,Genaro,"Sermeno, Genaro",El Salvador,28 de noviembre de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/genaro_sermeno.php
Serna,Mauricio,"Serna, Mauricio",Colombia,22 de enero de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mauricio_serna.php
Serrano,Rolando,"Serrano, Rolando",Colombia,13 de noviembre de 1938,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/rolando_serrano.php
Serrizuela,Jose,"Serrizuela, Jose",Argentina,10 de junio de 1962,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_serrizuela.php
Servin,Raul,"Servin, Raul",México,29 de abril de 1963,Defensor,https://www.losmundialesdefutbol.com/jugadores/raul_servin.php
Sesma,Enrique,"Sesma, Enrique",México,22 de abril de 1927,Delantero,https://www.losmundialesdefutbol.com/jugadores/enrique_sesma.php
Sesta,Karl,"Sesta, Karl",Austria,18 de marzo de 1906,Defensor,https://www.losmundialesdefutbol.com/jugadores/karl_sesta.php
Sestak,Stanislav,"Sestak, Stanislav",Eslovaquia,16 de diciembre de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/stanislav_sestak.php
Sestic,Milos,"Sestic, Milos",Yugoslavia,8 de agosto de 1956,Delantero,https://www.losmundialesdefutbol.com/jugadores/milos_sestic.php
Setters,Maurice,"Setters, Maurice",Inglaterra,16 de diciembre de 1936,Delantero,https://www.losmundialesdefutbol.com/jugadores/maurice_setters.php
Sewell,Dean,"Sewell, Dean",Jamaica,13 de abril de 1972,Defensor,https://www.losmundialesdefutbol.com/jugadores/dean_sewell.php
Seys,Corneel,"Seys, Corneel",Bélgica,12 de febrero de 1912,Defensor,https://www.losmundialesdefutbol.com/jugadores/corneel_seys.php
Sfera,Lazar,"Sfera, Lazar",Rumania,29 de abril de 1909,Defensor,https://www.losmundialesdefutbol.com/jugadores/lazar_sfera.php
Sforza,Ciriaco,"Sforza, Ciriaco",Suiza,2 de marzo de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ciriaco_sforza.php
Shaaban,Rami,"Shaaban, Rami",Suecia,30 de junio de 1975,Arquero,https://www.losmundialesdefutbol.com/jugadores/rami_shaaban.php
Shahroudi,Reza,"Shahroudi, Reza",Irán,21 de febrero de 1972,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/reza_shahroudi.php
,Shaker Nadhum,Shaker Nadhum,Iraq,13 de abril de 1958,Defensor,https://www.losmundialesdefutbol.com/jugadores/shaker_nadhum.php
,Shaker Samir,Shaker Samir,Iraq,28 de febrero de 1958,Defensor,https://www.losmundialesdefutbol.com/jugadores/shaker_samir.php
Shalamanov,Aleksandar,"Shalamanov, Aleksandar",Bulgaria,4 de septiembre de 1941,Defensor,https://www.losmundialesdefutbol.com/jugadores/aleksandar_shalamanov.php
Shalimov,Igor,"Shalimov, Igor",URSS,2 de febrero de 1969,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/igor_shalimov.php
Shao,Jiayi,"Shao, Jiayi",China,10 de abril de 1980,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jiayi_shao.php
Shaqiri,Xherdan,Xherdan Shaqiri,Suiza,10 de octubre de 1991,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/xherdan_shaqiri.php
Sharahili,Riyadh,Riyadh Mohammed Sharahili,Arabia Saudita,28 de abril de 1993,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/riyadh_sharahili.php
Sharli,Abdel,"Sharli, Abdel",Egipto,,Defensor,https://www.losmundialesdefutbol.com/jugadores/abdel_sharley.php
Sharp,Graeme,"Sharp, Graeme",Escocia,16 de octubre de 1960,Delantero,https://www.losmundialesdefutbol.com/jugadores/graeme_sharp.php
Shatov,Oleg,"Shatov, Oleg",Rusia,29 de julio de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/oleg_shatov.php
Shaw,Luke,"Shaw, Luke",Inglaterra,12 de julio de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/luke_shaw.php
Shawky,Ayman,"Shawky, Ayman",Egipto,9 de diciembre de 1962,Delantero,https://www.losmundialesdefutbol.com/jugadores/ayman_shawky.php
Shearer,Alan,"Shearer, Alan",Inglaterra,13 de agosto de 1970,Delantero,https://www.losmundialesdefutbol.com/jugadores/alan_shearer.php
Sheedy,Kevin,"Sheedy, Kevin",Irlanda,21 de octubre de 1959,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kevin_sheedy.php
Shelayev,Oleg,"Shelayev, Oleg",Ucrania,5 de noviembre de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/oleg_shelayev.php
Shengelia,Ramaz,"Shengelia, Ramaz",URSS,1 de enero de 1957,Delantero,https://www.losmundialesdefutbol.com/jugadores/ramaz_shengelia.php
Sheridan,John,"Sheridan, John",Irlanda,1 de octubre de 1964,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/john_sheridan.php
Sheringham,Teddy,"Sheringham, Teddy",Inglaterra,2 de abril de 1966,Delantero,https://www.losmundialesdefutbol.com/jugadores/teddy_sheringham.php
Shesternyov,Albert,"Shesternyov, Albert",URSS,20 de junio de 1941,Defensor,https://www.losmundialesdefutbol.com/jugadores/albert_shesternyov.php
Shevchenko,Andriy,"Shevchenko, Andriy",Ucrania,29 de septiembre de 1976,Delantero,https://www.losmundialesdefutbol.com/jugadores/andriy_shevchenko.php
Shibasaki,Gaku,Gaku Shibasaki,Japón,28 de mayo de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gaku_shibasaki.php
,Mahmoud Abdel Razek Fadlallah,Mahmoud Abdel Razek Fadlallah,Egipto,5 de marzo de 1986,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/shikabala.php
Shilla,Illiasu,"Shilla, Illiasu",Ghana,26 de octubre de 1982,Defensor,https://www.losmundialesdefutbol.com/jugadores/illiasu_shilla.php
Shilton,Peter,"Shilton, Peter",Inglaterra,18 de septiembre de 1949,Arquero,https://www.losmundialesdefutbol.com/jugadores/peter_shilton.php
Shin,Hong Gi,"Shin, Hong Gi",Corea del Sur,4 de mayo de 1968,Defensor,https://www.losmundialesdefutbol.com/jugadores/hong_gi_shin.php
Shin,Yung Kyoo,"Shin, Yung Kyoo",Corea del Norte,30 de marzo de 1942,Defensor,https://www.losmundialesdefutbol.com/jugadores/yung_kyoo_shin.php
Shittu,Danny,"Shittu, Danny",Nigeria,2 de septiembre de 1980,Defensor,https://www.losmundialesdefutbol.com/jugadores/danny_shittu.php
Shmulevich-Rom,Dani,Daniel Shmulevich-Rom,Israel,29 de noviembre de 1940,Delantero,https://www.losmundialesdefutbol.com/jugadores/dani_shmulevich_rom.php
Shmuts,Leonid,"Shmuts, Leonid",URSS,8 de octubre de 1948,Arquero,https://www.losmundialesdefutbol.com/jugadores/leonid_shmuts.php
Shojaei,Ali,"Shojaei, Ali",Irán,23 de marzo de 1953,Defensor,https://www.losmundialesdefutbol.com/jugadores/ali_shojaei.php
Shojaei,Masoud,Masoud Soleimani Shojaei,Irán,9 de junio de 1984,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/masoud_shojaei.php
Shoji,Gen,Gen Shōji,Japón,11 de diciembre de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/gen_shoji.php
Shorunmu,Ike,"Shorunmu, Ike",Nigeria,16 de octubre de 1967,Arquero,https://www.losmundialesdefutbol.com/jugadores/ike_shorunmu.php
Shoubeir,Ahmed,"Shoubeir, Ahmed",Egipto,28 de septiembre de 1961,Arquero,https://www.losmundialesdefutbol.com/jugadores/ahmed_shoubeir.php
Shovkovskyi,Oleksandr,"Shovkovskyi, Oleksandr",Ucrania,2 de enero de 1975,Arquero,https://www.losmundialesdefutbol.com/jugadores/oleksandr_shovkovskyi.php
Shuruk,Aharon,"Shuruk, Aharon",Israel,24 de febrero de 1946,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/aharon_shuruk.php
Shust,Bohdan,"Shust, Bohdan",Ucrania,4 de marzo de 1986,Arquero,https://www.losmundialesdefutbol.com/jugadores/bohdan_shust.php
Si Mohamed,Cédric,"Si Mohamed, Cédric",Argelia,9 de enero de 1985,Arquero,https://www.losmundialesdefutbol.com/jugadores/cedric_si_mohamed.php
Siasia,Samson,"Siasia, Samson",Nigeria,14 de agosto de 1967,Delantero,https://www.losmundialesdefutbol.com/jugadores/samson_siasia.php
Sibaya,MacBeth,"Sibaya, MacBeth",Sudáfrica,25 de noviembre de 1977,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/macbeth_sibaya.php
Sibik,Pawel,"Sibik, Pawel",Polonia,15 de febrero de 1971,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/pawel_sibik.php
Sichinava,Georgi,"Sichinava, Georgi",URSS,15 de septiembre de 1944,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/georgi_sichinava.php
Sidibé,Djibril,Djibril Sidibé,Francia,21 de julio de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/djibril_sidibe.php
Siegenthaler,Hans,"Siegenthaler, Hans",Suiza,1 de enero de 1923,Delantero,https://www.losmundialesdefutbol.com/jugadores/hans_siegenthaler.php
Sieloff,Klaus-Dieter,"Sieloff, Klaus-Dieter",,,,https://www.losmundialesdefutbol.com/jugadores/klaus_dieter_sieloff.php
Sierra,Jose,"Sierra, Jose",Chile,5 de diciembre de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jose_sierra.php
Sifakis,Michail,"Sifakis, Michail",Grecia,9 de septiembre de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/michail_sifakis.php
Siffling,Otto,"Siffling, Otto",Alemania,3 de agosto de 1912,Delantero,https://www.losmundialesdefutbol.com/jugadores/otto_siffling.php
Sigmund,Ben,"Sigmund, Ben",Nueva Zelanda,3 de febrero de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/ben_sigmund.php
Signori,Giuseppe,"Signori, Giuseppe",Italia,17 de febrero de 1968,Delantero,https://www.losmundialesdefutbol.com/jugadores/giuseppe_signori.php
Sigurdsson,Gylfi,Gylfi Þór Sigurðsson,Islandia,8 de septiembre de 1989,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gylfi_sigurosson.php
Sigurdsson,Ragnar,Ragnar Sigurðsson,Islandia,19 de junio de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/ragnar_sigurdsson.php
Sigurðarson,Björn,Björn Bergmann Sigurðarson,Islandia,26 de febrero de 1991,Delantero,https://www.losmundialesdefutbol.com/jugadores/bjorn_siguroarson.php
