apellido,nombre,nombre_completo,seleccion,fecha_nacimiento,posicion,url_ficha
Pereira,Alvaro,"Pereira, Alvaro",Uruguay,28 de noviembre de 1985,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alvaro_pereira.php
Pereira,Danilo,"Pereira, Danilo",Portugal,9 de septiembre de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/danilo_pereira.php
Pereira,Eduardo,"Pereira, Eduardo",Uruguay,21 de marzo de 1954,Arquero,https://www.losmundialesdefutbol.com/jugadores/eduardo_pereira.php
Pereira,JoÃ£o,"Pereira, JoÃ£o",Portugal,25 de febrero de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/joao_pereira.php
Pereira,Maximiliano,Victorio Maximiliano Pereira PÃ¡ez,Uruguay,8 de junio de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/maximiliano_pereira.php
Pereira,Ricardo,Ricardo Domingos Barbosa Pereira,Portugal,06 de octubre de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/ricardo_pereira.php
Pereira,Ruben,"Pereira, Ruben",Uruguay,28 de enero de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ruben_pereira.php
,Peres,Peres,Portugal,8 de enero de 1942,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/peres.php
Perez,Alfredo,"Perez, Alfredo",Argentina,10 de abril de 1929,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alfredo_perez.php
PÃ©rez,Blas,Blas Antonio Miguel PÃ©rez Ortega,PanamÃ¡,13 de marzo de 1981,Delantero,https://www.losmundialesdefutbol.com/jugadores/blas_perez.php
Perez,Diego,Diego Fernando PÃ©rez Aguado,Uruguay,18 de mayo de 1980,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/diego_perez.php
Perez,Domingo,"Perez, Domingo",Uruguay,7 de junio de 1936,Delantero,https://www.losmundialesdefutbol.com/jugadores/domingo_perez.php
PÃ©rez,Enzo,"PÃ©rez, Enzo",Argentina,21 de febrero de 1986,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/enzo_perez.php
Perez,Hugo,"Perez, Hugo",Estados Unidos,8 de noviembre de 1963,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/hugo_perez.php
Perez,Hugo,"Perez, Hugo",Argentina,6 de octubre de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/hugo_perez_2.php
Perez,Ignacio,"Perez, Ignacio",Colombia,,Delantero,https://www.losmundialesdefutbol.com/jugadores/ignacio_perez.php
Perez,John,"Perez, John",Colombia,21 de febrero de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/john_perez.php
Perez,Jose,"Perez, Jose",Colombia,24 de octubre de 1963,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jose_perez.php
Perez,Julio,"Perez, Julio",Uruguay,19 de junio de 1926,Delantero,https://www.losmundialesdefutbol.com/jugadores/julio_perez.php
Perez,Luis,Luis PÃ©rez GonzÃ¡lez,MÃ©xico,1 de enero de 1907,Delantero,https://www.losmundialesdefutbol.com/jugadores/luis_perez.php
Perez,Luis,Luis Ernesto PÃ©rez GÃ³mez,MÃ©xico,12 de enero de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/luis_perez_2.php
Perez,Mario,Mario PÃ©rez Guadarrama,MÃ©xico,30 de diciembre de 1946,Defensor,https://www.losmundialesdefutbol.com/jugadores/mario_perez.php
Perez,Mario,Mario Placencia PÃ©rez,MÃ©xico,19 de febrero de 1927,Delantero,https://www.losmundialesdefutbol.com/jugadores/mario_perez_2.php
Perez,Oscar,"Perez, Oscar",MÃ©xico,1 de febrero de 1973,"Arquero, Defensor",https://www.losmundialesdefutbol.com/jugadores/oscar_perez.php
Perez,Vincente,"Perez, Vincente",Argentina,,Delantero,https://www.losmundialesdefutbol.com/jugadores/vincente_perez.php
Perez,Wilson,"Perez, Wilson",Colombia,9 de agosto de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/wilson_perez.php
Perfumo,Roberto,"Perfumo, Roberto",Argentina,3 de octubre de 1942,Defensor,https://www.losmundialesdefutbol.com/jugadores/roberto_perfumo.php
Perin,Mattia,"Perin, Mattia",Italia,10 de noviembre de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/mattia_perin.php
Perinetti,Natalio,"Perinetti, Natalio",Argentina,28 de diciembre de 1900,Delantero,https://www.losmundialesdefutbol.com/jugadores/natalio_perinetti.php
Perisic,Ivan,Ivan PeriÅ¡iÄ‡,Croacia,2 de febrero de 1989,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/ivan_perisic.php
Perlaza,Jose,"Perlaza, Jose",Ecuador,6 de octubre de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_perlaza.php
Permunian,Antonio,"Permunian, Antonio",Suiza,16 de agosto de 1930,Arquero,https://www.losmundialesdefutbol.com/jugadores/antonio_permunian.php
Pernia,Mariano,"Pernia, Mariano",EspaÃ±a,4 de mayo de 1977,Defensor,https://www.losmundialesdefutbol.com/jugadores/mariano_pernia.php
Pernis,Dusan,"Pernis, Dusan",Eslovaquia,28 de noviembre de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/dusan_pernis.php
Perrotta,Simone,"Perrotta, Simone",Italia,17 de septiembre de 1977,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/simone_perrotta.php
Persidis,Peter,"Persidis, Peter",Austria,8 de marzo de 1947,Defensor,https://www.losmundialesdefutbol.com/jugadores/peter_persidis.php
Persson,Erik,"Persson, Erik",Suecia,19 de noviembre de 1909,Delantero,https://www.losmundialesdefutbol.com/jugadores/erik_persson.php
Persson,Orjan,"Persson, Orjan",Suecia,27 de agosto de 1942,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/orjan_persson.php
Peruzovic,Luka,"Peruzovic, Luka",Yugoslavia,26 de febrero de 1952,Defensor,https://www.losmundialesdefutbol.com/jugadores/luka_peruzovic.php
Peruzzi,Angelo,"Peruzzi, Angelo",Italia,16 de febrero de 1970,Arquero,https://www.losmundialesdefutbol.com/jugadores/angelo_peruzzi.php
Pescaru,Niculae,"Pescaru, Niculae",Rumania,27 de marzo de 1943,Defensor,https://www.losmundialesdefutbol.com/jugadores/niculae_pescaru.php
Pesek,Jiri,"Pesek, Jiri",Checoslovaquia,4 de junio de 1927,Delantero,https://www.losmundialesdefutbol.com/jugadores/jiri_pesek.php
Pesser,Hans,"Pesser, Hans",Alemania,7 de noviembre de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/hans_pesser.php
Pessotto,Gianluca,"Pessotto, Gianluca",Italia,11 de agosto de 1970,Defensor,https://www.losmundialesdefutbol.com/jugadores/gianluca_pessotto.php
Peszko,SÅ‚awomir,SÅ‚awomir Konrad Peszko,Polonia,19 de febrero de 1985,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/slawomir_peszko.php
Petakovic,Aleksandar,"Petakovic, Aleksandar",Yugoslavia,6 de febrero de 1930,Delantero,https://www.losmundialesdefutbol.com/jugadores/aleksandar_petakovic.php
Peter,Zoltan,"Peter, Zoltan",HungrÃ­a,23 de marzo de 1958,Defensor,https://www.losmundialesdefutbol.com/jugadores/zoltan_peter.php
Peters,Martin,"Peters, Martin",Inglaterra,8 de noviembre de 1943,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/martin_peters.php
Peters,Wolfgang,"Peters, Wolfgang",Alemania Occidental,8 de enero de 1929,Delantero,https://www.losmundialesdefutbol.com/jugadores/wolfgang_peters.php
,Petit,Petit,Portugal,25 de septiembre de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/petit.php
Petit,Emmanuel,"Petit, Emmanuel",Francia,22 de septiembre de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/emmanuel_petit.php
Petit,Jean,"Petit, Jean",Francia,25 de septiembre de 1949,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jean_petit.php
Petit,Jean,"Petit, Jean",BÃ©lgica,25 de febrero de 1914,Defensor,https://www.losmundialesdefutbol.com/jugadores/jean_petit_2.php
Petkov,Ivaylo,"Petkov, Ivaylo",Bulgaria,24 de marzo de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/ivaylo_petkov.php
Petkov,Milen,"Petkov, Milen",Bulgaria,12 de enero de 1974,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/milen_petkov.php
Petkovic,Bruno,Bruno PetkoviÄ‡,Croacia,16 de septiembre de 1994,Delantero,https://www.losmundialesdefutbol.com/jugadores/bruno_petkovic.php
Petkovic,Dusan,"Petkovic, Dusan",Serbia y Montenegro,13 de junio de 1974,Defensor,https://www.losmundialesdefutbol.com/jugadores/dusan_petkovic.php
Petkovic,Ilija,"Petkovic, Ilija",Yugoslavia,22 de septiembre de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ilija_petkovic.php
Petkovic,Vlastimir,"Petkovic, Vlastimir",Yugoslavia,,Delantero,https://www.losmundialesdefutbol.com/jugadores/vlastimir_petkovic.php
Petras,Ladislav,"Petras, Ladislav",Checoslovaquia,1 de diciembre de 1946,Delantero,https://www.losmundialesdefutbol.com/jugadores/ladislav_petras.php
Petras,Martin,"Petras, Martin",Eslovaquia,2 de noviembre de 1979,Defensor,https://www.losmundialesdefutbol.com/jugadores/martin_petras.php
Petratos,Dimitri,Dimitri 'Dimi' Petratos,Australia,10 de noviembre de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/dimitri_petratos.php
Petrescu,Dan,"Petrescu, Dan",Rumania,22 de diciembre de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/dan_petrescu.php
Petrone,Pedro,"Petrone, Pedro",Uruguay,11 de mayo de 1905,Delantero,https://www.losmundialesdefutbol.com/jugadores/pedro_petrone.php
Petrov,Petar,"Petrov, Petar",Bulgaria,20 de febrero de 1961,Defensor,https://www.losmundialesdefutbol.com/jugadores/petar_petrov.php
Petrovic,Ognjen,"Petrovic, Ognjen",Yugoslavia,2 de enero de 1948,Arquero,https://www.losmundialesdefutbol.com/jugadores/ognjen_petrovic.php
Petrovic,Radosav,"Petrovic, Radosav",Serbia,8 de marzo de 1989,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/radosav_petrovic.php
Petrovic,Vladimir,"Petrovic, Vladimir",Yugoslavia,1 de julio de 1955,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/vladimir_petrovic.php
Petrovic,Zeljko,"Petrovic, Zeljko",RF de Yugoslavia,13 de noviembre de 1965,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/zeljko_petrovic.php
Petrzela,Vlastimil,"Petrzela, Vlastimil",Checoslovaquia,20 de julio de 1953,Delantero,https://www.losmundialesdefutbol.com/jugadores/vlastimil_petrzela.php
Petterson,Stefan,"Petterson, Stefan",Suecia,22 de marzo de 1963,Delantero,https://www.losmundialesdefutbol.com/jugadores/stefan_petterson.php
Pettersson,Ronny,"Pettersson, Ronny",Suecia,26 de abril de 1940,Arquero,https://www.losmundialesdefutbol.com/jugadores/ronny_pettersson.php
Peucelle,Carlos,"Peucelle, Carlos",Argentina,13 de septiembre de 1908,Delantero,https://www.losmundialesdefutbol.com/jugadores/carlos_peucelle.php
Peyravani,Afshin,"Peyravani, Afshin",IrÃ¡n,6 de febrero de 1970,Defensor,https://www.losmundialesdefutbol.com/jugadores/afshin_peyravani.php
Peyton,Gerald,"Peyton, Gerald",Irlanda,20 de mayo de 1956,Arquero,https://www.losmundialesdefutbol.com/jugadores/gerald_peyton.php
Pezzella,German,GermÃ¡n Alejo Pezzella,Argentina,27 de junio de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/german_pezzella.php
Pezzey,Bruno,"Pezzey, Bruno",Austria,3 de febrero de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/bruno_pezzey.php
Pfaff,Alfred,"Pfaff, Alfred",Alemania Occidental,16 de julio de 1926,Delantero,https://www.losmundialesdefutbol.com/jugadores/alfred_pfaff.php
Pfaff,Jean-Marie,"Pfaff, Jean-Marie",BÃ©lgica,4 de diciembre de 1953,Arquero,https://www.losmundialesdefutbol.com/jugadores/jean_marie_pfaff.php
Pfeffer,Anton,"Pfeffer, Anton",Austria,17 de agosto de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/anton_pfeffer.php
Pfeifenberger,Heimo,"Pfeifenberger, Heimo",Austria,29 de diciembre de 1966,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/heimo_pfeifenberger.php
Pfluegler,Hans,"Pfluegler, Hans",Alemania Occidental,27 de marzo de 1960,Defensor,https://www.losmundialesdefutbol.com/jugadores/hans_pfluegler.php
Phelan,Terry,"Phelan, Terry",Irlanda,16 de marzo de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/terry_phelan.php
,Philippe Coutinho Correia,Philippe Coutinho Correia,Brasil,12 de junio de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/philippe_coutinho.php
Phillips,Kalvin,"Phillips, Kalvin",Inglaterra,2 de diciembre de 1995,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kalvin_phillips.php
Phiri,Alfred,"Phiri, Alfred",SudÃ¡frica,22 de junio de 1974,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alfred_phiri.php
Piaggio,Edmundo,"Piaggio, Edmundo",Argentina,3 de octubre de 1910,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/edmundo_piaggio.php
Piantoni,Roger,"Piantoni, Roger",Francia,26 de diciembre de 1931,Delantero,https://www.losmundialesdefutbol.com/jugadores/roger_piantoni.php
Piatek,Krzysztof,"Piatek, Krzysztof",Polonia,1 de julio de 1995,Delantero,https://www.losmundialesdefutbol.com/jugadores/krzysztof_piatek.php
Piatnitski,Andrei,"Piatnitski, Andrei",Rusia,27 de septiembre de 1967,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andrei_piatnitski.php
Pichler,Andy,"Pichler, Andy",Austria,4 de octubre de 1955,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andy_pichler.php
Pickering,Barry,"Pickering, Barry",Nueva Zelanda,12 de diciembre de 1956,Arquero,https://www.losmundialesdefutbol.com/jugadores/barry_pickering.php
Pickford,Jordan,Jordan Lee Pickford,Inglaterra,7 de marzo de 1994,Arquero,https://www.losmundialesdefutbol.com/jugadores/jordan_pickford.php
Piec,Ryszard,"Piec, Ryszard",Polonia,17 de agosto de 1913,Delantero,https://www.losmundialesdefutbol.com/jugadores/ryszard_piec.php
Piec,Wilhelm,"Piec, Wilhelm",Polonia,7 de enero de 1915,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/wilhelm_piec.php
Pienaar,Steven,"Pienaar, Steven",SudÃ¡frica,17 de marzo de 1982,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/steven_pienaar.php
Pietras,Peter,"Pietras, Peter",Estados Unidos,21 de abril de 1908,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/peter_pietras.php
Piette,Samuel,Samuel Piette,CanadÃ¡,12 de noviembre de 1994,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/samuel_piette.php
Pijpers,Rene,"Pijpers, Rene",Paises Bajos,15 de septiembre de 1917,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/rene_pijpers.php
Pimenov,Ruslan,"Pimenov, Ruslan",Rusia,25 de noviembre de 1981,Delantero,https://www.losmundialesdefutbol.com/jugadores/ruslan_pimenov.php
Pimentel,ValentÃ­n,ValentÃ­n Pimentel,PanamÃ¡,30 de mayo de 1991,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/valentin_pimentel.php
Pimpong,Razak,"Pimpong, Razak",Ghana,30 de diciembre de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/razak_pimpong.php
Pineda,Gonzalo,"Pineda, Gonzalo",MÃ©xico,19 de octubre de 1982,Defensor,https://www.losmundialesdefutbol.com/jugadores/gonzalo_pineda.php
Pineda,Mauricio,"Pineda, Mauricio",Argentina,13 de julio de 1975,Defensor,https://www.losmundialesdefutbol.com/jugadores/mauricio_pineda.php
Pineda,OrbelÃ­n,"Pineda, OrbelÃ­n",MÃ©xico,24 de marzo de 1996,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/orbelin_pineda.php
Pineda,Tomas,"Pineda, Tomas",El Salvador,1 de enero de 1939,Arquero,https://www.losmundialesdefutbol.com/jugadores/tomas_pineda.php
Pinedo,Mario,"Pinedo, Mario",Bolivia,9 de abril de 1964,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mario_pinedo.php
Pinel,Marcel,"Pinel, Marcel",Francia,8 de julio de 1908,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/marcel_pinel.php
,Pinga,Pinga,Brasil,11 de febrero de 1924,Delantero,https://www.losmundialesdefutbol.com/jugadores/pinga.php
,Pinheiro,Pinheiro,Brasil,13 de enero de 1932,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/pinheiro.php
Pini,Rodolfo,"Pini, Rodolfo",Uruguay,1 de enero de 1926,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/rodolfo_pini.php
Pinilla,Mauricio,"Pinilla, Mauricio",Chile,4 de febrero de 1984,Delantero,https://www.losmundialesdefutbol.com/jugadores/mauricio_pinilla.php
Pino,Yeremi,"Pino, Yeremi",EspaÃ±a,20 de octubre de 2002,Delantero,https://www.losmundialesdefutbol.com/jugadores/yeremi_pino.php
Pinter,Sandor,"Pinter, Sandor",HungrÃ­a,18 de julio de 1950,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/sandor_pinter.php
Pinto,Miguel,"Pinto, Miguel",Chile,4 de julio de 1983,Arquero,https://www.losmundialesdefutbol.com/jugadores/miguel_pinto.php
Pintos,Jose,"Pintos, Jose",Uruguay,25 de marzo de 1964,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_pintos.php
Piola,Silvio,"Piola, Silvio",Italia,29 de septiembre de 1913,Delantero,https://www.losmundialesdefutbol.com/jugadores/silvio_piola.php
Piontek,Leonard,"Piontek, Leonard",Polonia,3 de octubre de 1913,Delantero,https://www.losmundialesdefutbol.com/jugadores/leonard_piontek.php
Piot,Christian,"Piot, Christian",BÃ©lgica,4 de octubre de 1947,Arquero,https://www.losmundialesdefutbol.com/jugadores/christian_piot.php
Piquant,Wilner,"Piquant, Wilner",HaitÃ­,4 de diciembre de 1951,Arquero,https://www.losmundialesdefutbol.com/jugadores/wilner_piquant.php
PiquÃ©,Gerard,Gerard PiquÃ© BernabÃ©u,EspaÃ±a,2 de febrero de 1987,Defensor,https://www.losmundialesdefutbol.com/jugadores/gerard_pique.php
Pires,Robert,"Pires, Robert",Francia,29 de octubre de 1973,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/robert_pires.php
Piriz,Conduelo,"Piriz, Conduelo",Uruguay,9 de octubre de 1904,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/conduelo_piriz.php
Pirkner,Hans,"Pirkner, Hans",Austria,25 de marzo de 1946,Delantero,https://www.losmundialesdefutbol.com/jugadores/hans_pirkner.php
Pirlo,Andrea,"Pirlo, Andrea",Italia,19 de mayo de 1979,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andrea_pirlo.php
,Pirri,Pirri,EspaÃ±a,11 de marzo de 1945,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/pirri.php
,Piru Gainza,Piru Gainza,EspaÃ±a,28 de mayo de 1922,Delantero,https://www.losmundialesdefutbol.com/jugadores/piru_gainza.php
Piszczek,Lukasz,Åukasz Piszczek,Polonia,3 de junio de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/lukasz_piszczek.php
Piumi,Jean Claude,"Piumi, Jean Claude",Francia,27 de mayo de 1940,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jean_claude_piumi.php
PivariÄ‡,Josip,Josip PivariÄ‡,Croacia,29 de enero de 1989,Defensor,https://www.losmundialesdefutbol.com/jugadores/josip_pivaric.php
Pivarnik,Jan,"Pivarnik, Jan",Checoslovaquia,13 de noviembre de 1947,Defensor,https://www.losmundialesdefutbol.com/jugadores/jan_pivarnik.php
Pivatelli,Gino,"Pivatelli, Gino",Italia,27 de marzo de 1933,Delantero,https://www.losmundialesdefutbol.com/jugadores/gino_pivatelli.php
Pizzaballa,Pierluigi,"Pizzaballa, Pierluigi",Italia,14 de septiembre de 1939,Arquero,https://www.losmundialesdefutbol.com/jugadores/pierluigi_pizzaballa.php
,Pizzi,Pizzi,EspaÃ±a,7 de junio de 1968,Delantero,https://www.losmundialesdefutbol.com/jugadores/pizzi.php
Pizziolo,Mario,"Pizziolo, Mario",Italia,7 de diciembre de 1909,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mario_pizziolo.php
Pjaca,Marko,Marko Pjaca,Croacia,6 de mayo de 1995,Delantero,https://www.losmundialesdefutbol.com/jugadores/marko_pjaca.php
Pjanic,Miralem,"Pjanic, Miralem",Bosnia-Herzegovina,2 de abril de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/miralem_pjanic.php
Placente,Diego,"Placente, Diego",Argentina,24 de abril de 1977,Defensor,https://www.losmundialesdefutbol.com/jugadores/diego_placente.php
Planicka,Frantisek,"Planicka, Frantisek",Checoslovaquia,2 de junio de 1904,Arquero,https://www.losmundialesdefutbol.com/jugadores/frantisek_planicka.php
Planus,Marc,"Planus, Marc",Francia,7 de marzo de 1982,Defensor,https://www.losmundialesdefutbol.com/jugadores/marc_planus.php
Plasil,Jaroslav,"Plasil, Jaroslav",RepÃºblica Checa,5 de enero de 1982,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jaroslav_plasil.php
Plata,Gonzalo,"Plata, Gonzalo",Ecuador,1 de noviembre de 2000,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gonzalo_plata.php
Platini,Michel,Michel FranÃ§ois Platini,Francia,21 de junio de 1955,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/michel_platini.php
Platt,David,"Platt, David",Inglaterra,10 de junio de 1966,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/david_platt.php
Platt,Jim,"Platt, Jim",Irlanda del Norte,26 de enero de 1952,Arquero,https://www.losmundialesdefutbol.com/jugadores/jim_platt.php
Plattenhardt,Marvin,Marvin Plattenhardt,Alemania,26 de enero de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/marvin_plattenhardt.php
Platzer,Peter,"Platzer, Peter",Austria,29 de mayo de 1910,Arquero,https://www.losmundialesdefutbol.com/jugadores/peter_platzer.php
Plenter,Hendrikus,"Plenter, Hendrikus",Paises Bajos,,Defensor,https://www.losmundialesdefutbol.com/jugadores/hendrikus_plenter.php
Plessers,Gerard,"Plessers, Gerard",BÃ©lgica,30 de marzo de 1959,Defensor,https://www.losmundialesdefutbol.com/jugadores/gerard_plessers.php
Pletikosa,Stipe,"Pletikosa, Stipe",Croacia,8 de enero de 1979,Arquero,https://www.losmundialesdefutbol.com/jugadores/stipe_pletikosa.php
Plovie,Pascal,"Plovie, Pascal",BÃ©lgica,07 de mayo de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/pascal_plovie.php
Pluskal,Svatopluk,"Pluskal, Svatopluk",Checoslovaquia,28 de octubre de 1930,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/svatopluk_pluskal.php
Poborsky,Karel,"Poborsky, Karel",RepÃºblica Checa,30 de marzo de 1972,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/karel_poborsky.php
Pochettino,Mauricio,"Pochettino, Mauricio",Argentina,2 de marzo de 1972,Defensor,https://www.losmundialesdefutbol.com/jugadores/mauricio_pochettino.php
Podolski,Lukas,"Podolski, Lukas",Alemania,4 de junio de 1985,Delantero,https://www.losmundialesdefutbol.com/jugadores/lukas_podolski.php
Pogba,Paul,Paul Labile Pogba,Francia,15 de marzo de 1993,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/paul_pogba.php
Poirier,Ulises,"Poirier, Ulises",Chile,2 de febrero de 1897,Defensor,https://www.losmundialesdefutbol.com/jugadores/ulises_poirier.php
Polak,Jan,"Polak, Jan",RepÃºblica Checa,14 de marzo de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jan_polak.php
Poletti,Fabrizio,"Poletti, Fabrizio",Italia,13 de julio de 1943,Defensor,https://www.losmundialesdefutbol.com/jugadores/fabrizio_poletti.php
Polgar,Gyula,"Polgar, Gyula",HungrÃ­a,8 de febrero de 1912,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/gyula_polgar.php
Pollak,Jaroslav,"Pollak, Jaroslav",Checoslovaquia,11 de julio de 1947,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jaroslav_pollak.php
Polleunis,Odilon,"Polleunis, Odilon",BÃ©lgica,1 de mayo de 1943,Delantero,https://www.losmundialesdefutbol.com/jugadores/odilon_polleunis.php
Polo,Andy,Andy Jorman Polo Andrade,PerÃº,29 de septiembre de 1994,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andy_polo.php
Poloskei,Gabor,"Poloskei, Gabor",HungrÃ­a,11 de octubre de 1961,Delantero,https://www.losmundialesdefutbol.com/jugadores/gabor_poloskei.php
,Polozzi,Polozzi,Brasil,1 de octubre de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/polozzi.php
Polster,Toni,"Polster, Toni",Austria,10 de marzo de 1964,Delantero,https://www.losmundialesdefutbol.com/jugadores/toni_polster.php
,Poly,Poly,Brasil,26 de enero de 1909,Delantero,https://www.losmundialesdefutbol.com/jugadores/poly.php
Pommerenke,Juergen,"Pommerenke, Juergen",Alemania Oriental,22 de enero de 1953,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/juergen_pommerenke.php
Ponce,Miguel,Miguel Ãngel Ponce,MÃ©xico,12 de abril de 1989,Defensor,https://www.losmundialesdefutbol.com/jugadores/miguel_ponce.php
Ponce,Waldo,"Ponce, Waldo",Chile,4 de diciembre de 1982,Defensor,https://www.losmundialesdefutbol.com/jugadores/waldo_ponce.php
Ponedelnik,Viktor,"Ponedelnik, Viktor",URSS,22 de mayo de 1937,Delantero,https://www.losmundialesdefutbol.com/jugadores/viktor_ponedelnik.php
Ponomaryov,Vladimir,"Ponomaryov, Vladimir",URSS,18 de febrero de 1940,Defensor,https://www.losmundialesdefutbol.com/jugadores/vladimir_ponomaryov.php
Pooladi,Mehrdad,"Pooladi, Mehrdad",IrÃ¡n,26 de febrero de 1987,Defensor,https://www.losmundialesdefutbol.com/jugadores/mehrdad_pooladi.php
Poortvliet,Jan,"Poortvliet, Jan",Paises Bajos,21 de septiembre de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/jan_poortvliet.php
Pope,Eddie,"Pope, Eddie",Estados Unidos,24 de diciembre de 1973,Defensor,https://www.losmundialesdefutbol.com/jugadores/eddie_pope.php
Pope,Nick,Nicholas David Pope,Inglaterra,19 de abril de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/nick_pope.php
Popescu,Adrian,"Popescu, Adrian",Rumania,26 de julio de 1960,Defensor,https://www.losmundialesdefutbol.com/jugadores/adrian_popescu.php
Popescu,Gabriel,"Popescu, Gabriel",Rumania,25 de diciembre de 1973,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gabriel_popescu.php
Popescu,Gheorghe,"Popescu, Gheorghe",Rumania,9 de octubre de 1967,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/gheorghe_popescu.php
Popivoda,Danilo,"Popivoda, Danilo",Yugoslavia,1 de mayo de 1948,Delantero,https://www.losmundialesdefutbol.com/jugadores/danilo_popivoda.php
