apellido,nombre,nombre_completo,seleccion,fecha_nacimiento,posicion,url_ficha
A'Court,Alan,"A'Court, Alan",Inglaterra,30 de septiembre de 1934,Delantero,https://www.losmundialesdefutbol.com/jugadores/alan_acourt.php
Aaronson,Brenden,"Aaronson, Brenden",Estados Unidos,22 de octubre de 2000,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/brenden_aaronson.php
Abadzhiev,Stefan,"Abadzhiev, Stefan",Bulgaria,3 de julio de 1934,Delantero,https://www.losmundialesdefutbol.com/jugadores/stefan_abadzhiev.php
Abalo,Jean-Paul,"Abalo, Jean-Paul",Togo,26 de junio de 1975,Defensor,https://www.losmundialesdefutbol.com/jugadores/jean_paul_abalo.php
Abanda,Patrice,"Abanda, Patrice",CamerÃºn,3 de agosto de 1978,Defensor,https://www.losmundialesdefutbol.com/jugadores/patrice_abanda.php
Abate,Ignazio,"Abate, Ignazio",Italia,12 de noviembre de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/ignazio_abate.php
Abbadie,Julio,"Abbadie, Julio",Uruguay,7 de septiembre de 1930,Delantero,https://www.losmundialesdefutbol.com/jugadores/julio_abbadie.php
Abbes,Claude,"Abbes, Claude",Francia,24 de mayo de 1927,Arquero,https://www.losmundialesdefutbol.com/jugadores/claude_abbes.php
Abbiati,Christian,"Abbiati, Christian",Italia,8 de julio de 1977,Arquero,https://www.losmundialesdefutbol.com/jugadores/christian_abbiati.php
Abbondanzieri,Roberto,"Abbondanzieri, Roberto",Argentina,19 de agosto de 1972,Arquero,https://www.losmundialesdefutbol.com/jugadores/roberto_abbondanzieri.php
Abdel-Shafy,Mohamed,Mohamed Abdel-Shafy,Egipto,1 de julio de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/mohamed_abdel_shafy.php
Abdelhamid,Gamal,"Abdelhamid, Gamal",Egipto,24 de noviembre de 1957,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gamal_abdelhamid.php
Abdeljawad,Mohamed,"Abdeljawad, Mohamed",Arabia Saudita,28 de noviembre de 1962,Defensor,https://www.losmundialesdefutbol.com/jugadores/mohamed_abdeljawad.php
Abdellah,Nacer,"Abdellah, Nacer",Marruecos,3 de marzo de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/nacer_abdellah.php
Abdelrahman,Adel,"Abdelrahman, Adel",Egipto,11 de diciembre de 1967,Delantero,https://www.losmundialesdefutbol.com/jugadores/adel_abdelrahman.php
Abdi,Ali,"Abdi, Ali",TÃºnez,20 de diciembre de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/ali_abdi.php
Abdollahi,Nasrollah,"Abdollahi, Nasrollah",IrÃ¡n,2 de octubre de 1950,Delantero,https://www.losmundialesdefutbol.com/jugadores/nasrollah_abdollahi.php
Abdoun,Djamal,"Abdoun, Djamal",Argelia,14 de febrero de 1986,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/djamal_abdoun.php
Abdul Samed,Salis,"Abdul Samed, Salis",Ghana,26 de marzo de 2000,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/salis_abdul_samed.php
,Abdul-Rahim,Abdul-Rahim,Iraq,23 de mayo de 1963,Delantero,https://www.losmundialesdefutbol.com/jugadores/abdul_rahim.php
,Abdulaziz Mohamed,Abdulaziz Mohamed,Emiratos Arabes,12 de diciembre de 1965,Delantero,https://www.losmundialesdefutbol.com/jugadores/abdulaziz_mohamed.php
Abdulhamid,Saud,Saud Abdullah Abdulhamid,Arabia Saudita,18 de julio de 1999,Defensor,https://www.losmundialesdefutbol.com/jugadores/saud_abdulhamid.php
Abdullah,Majed,"Abdullah, Majed",Arabia Saudita,1 de noviembre de 1959,Delantero,https://www.losmundialesdefutbol.com/jugadores/majed_abdullah.php
Abdullah,Mohamed,"Abdullah, Mohamed",Emiratos Arabes,1 de octubre de 1963,Defensor,https://www.losmundialesdefutbol.com/jugadores/mohamed_abdullah.php
,Abdullah Musa,Abdullah Musa,Emiratos Arabes,2 de marzo de 1958,Arquero,https://www.losmundialesdefutbol.com/jugadores/abdullah_musa.php
Abdullahi,Shehu,Shehu Abdullahi,Nigeria,12 de marzo de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/shehu_abdullahi.php
Abdulqader,Hassan,"Abdulqader, Hassan",Emiratos Arabes,15 de abril de 1962,Arquero,https://www.losmundialesdefutbol.com/jugadores/hassan_abdulqader.php
Abe,Yuki,"Abe, Yuki",JapÃ³n,6 de septiembre de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/yuki_abe.php
Abedelghani,Magdy,"Abedelghani, Magdy",Egipto,27 de julio de 1959,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/magdy_abedelghani.php
Abedzadeh,Ahmed,"Abedzadeh, Ahmed",IrÃ¡n,25 de mayo de 1966,Arquero,https://www.losmundialesdefutbol.com/jugadores/ahmed_abedzadeh.php
Abedzadeh,Amir,Amir Abedzadeh,IrÃ¡n,26 de abril de 1993,Arquero,https://www.losmundialesdefutbol.com/jugadores/amir_abedzadeh.php
Abega,Theophile,"Abega, Theophile",CamerÃºn,9 de julio de 1954,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/theophile_abega.php
Abegglen,Andre,"Abegglen, Andre",Suiza,7 de marzo de 1909,Delantero,https://www.losmundialesdefutbol.com/jugadores/andre_abegglen.php
,Abel,Abel,Brasil,1 de septiembre de 1952,Defensor,https://www.losmundialesdefutbol.com/jugadores/abel.php
,Abel Xavier,Abel Xavier,Portugal,30 de noviembre de 1972,Defensor,https://www.losmundialesdefutbol.com/jugadores/abel_xavier.php
,Abelardo,Abelardo,EspaÃ±a,19 de abril de 1970,Defensor,https://www.losmundialesdefutbol.com/jugadores/abelardo.php
Abeledo,Ramon,"Abeledo, Ramon",Argentina,24 de septiembre de 1937,Delantero,https://www.losmundialesdefutbol.com/jugadores/ramon_abeledo.php
Abidal,Eric,"Abidal, Eric",Francia,11 de septiembre de 1979,Defensor,https://www.losmundialesdefutbol.com/jugadores/eric_abidal.php
Ablanedo,Juan Carlos,"Ablanedo, Juan Carlos",EspaÃ±a,2 de septiembre de 1963,Arquero,https://www.losmundialesdefutbol.com/jugadores/juan_carlos_ablanedo.php
Abonyi,Attila,"Abonyi, Attila",Australia,16 de agosto de 1946,Delantero,https://www.losmundialesdefutbol.com/jugadores/attila_abonyi.php
Abou Zeid,Taher,"Abou Zeid, Taher",Egipto,1 de abril de 1962,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/taher_abou_zeid.php
Aboubakar,Vincent,"Aboubakar, Vincent",CamerÃºn,22 de enero de 1992,Delantero,https://www.losmundialesdefutbol.com/jugadores/vincent_aboubakar.php
Aboukhlal,Zakaria,"Aboukhlal, Zakaria",Marruecos,18 de febrero de 2000,Delantero,https://www.losmundialesdefutbol.com/jugadores/zakaria_aboukhlal.php
Abrahamsson,Henock,"Abrahamsson, Henock",Suecia,29 de octubre de 1909,Arquero,https://www.losmundialesdefutbol.com/jugadores/henock_abrahamsson.php
Abramczik,Ruediger,"Abramczik, Ruediger",Alemania Occidental,18 de febrero de 1956,Delantero,https://www.losmundialesdefutbol.com/jugadores/ruediger_abramczik.php
Abrami,Lahcen,"Abrami, Lahcen",Marruecos,31 de diciembre de 1969,Defensor,https://www.losmundialesdefutbol.com/jugadores/lahcen_abrami.php
Abreu,Sebastian,"Abreu, Sebastian",Uruguay,17 de octubre de 1976,Delantero,https://www.losmundialesdefutbol.com/jugadores/sebastian_abreu.php
,Acacio,Acacio,Brasil,20 de enero de 1959,Arquero,https://www.losmundialesdefutbol.com/jugadores/acacio.php
Acasuzo,Eusebio,"Acasuzo, Eusebio",PerÃº,8 de abril de 1952,Arquero,https://www.losmundialesdefutbol.com/jugadores/eusebio_acasuzo.php
Aceros,German,"Aceros, German",Colombia,30 de septiembre de 1938,Delantero,https://www.losmundialesdefutbol.com/jugadores/german_aceros.php
Aceval,Danilo,"Aceval, Danilo",Paraguay,15 de septiembre de 1975,Arquero,https://www.losmundialesdefutbol.com/jugadores/danilo_aceval.php
Acevedo,David,"Acevedo, David",Argentina,20 de febrero de 1937,Defensor,https://www.losmundialesdefutbol.com/jugadores/david_acevedo.php
Acevedo,Eduardo,"Acevedo, Eduardo",Uruguay,25 de septiembre de 1959,Defensor,https://www.losmundialesdefutbol.com/jugadores/eduardo_acevedo.php
Acevedo,Elmer Angel,"Acevedo, Elmer Angel",El Salvador,24 de febrero de 1946,Delantero,https://www.losmundialesdefutbol.com/jugadores/elmer_angel_acevedo.php
Acha,Alberto,"Acha, Alberto",Bolivia,3 de abril de 1920,Defensor,https://www.losmundialesdefutbol.com/jugadores/alberto_acha.php
Achilier,Gabriel,"Achilier, Gabriel",Ecuador,24 de marzo de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/gabriel_achilier.php
Achucarro,Ignacio,"Achucarro, Ignacio",Paraguay,31 de julio de 1936,Defensor,https://www.losmundialesdefutbol.com/jugadores/ignacio_achucarro.php
Acimovic,Jovan,"Acimovic, Jovan",Yugoslavia,21 de junio de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jovan_acimovic.php
Acimovic,Milenko,"Acimovic, Milenko",Eslovenia,15 de febrero de 1977,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/milenko_acimovic.php
Acosta,Johnny,Johnny Acosta Zamora,Costa Rica,21 de julio de 1983,Defensor,https://www.losmundialesdefutbol.com/jugadores/johnny_acosta.php
Acosta,Kellyn,"Acosta, Kellyn",Estados Unidos,24 de julio de 1995,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kellyn_acosta.php
Acquah,Afriyie,"Acquah, Afriyie",Ghana,5 de enero de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/afriyie_acquah.php
AcuÃ±a,Clarence,"AcuÃ±a, Clarence",Chile,8 de febrero de 1975,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/clarence_acuna.php
AcuÃ±a,Juan,"AcuÃ±a, Juan",EspaÃ±a,14 de febrero de 1923,Arquero,https://www.losmundialesdefutbol.com/jugadores/juan_acuna.php
AcuÃ±a,Marcos,Marcos Javier AcuÃ±a,Argentina,28 de octubre de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/marcos_acuna.php
AcuÃ±a,Roberto,"AcuÃ±a, Roberto",Paraguay,25 de marzo de 1972,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/roberto_acuna.php
Adam,Adam,"Adam, Adam",Kuwait,23 de septiembre de 1957,Arquero,https://www.losmundialesdefutbol.com/jugadores/adam_adam.php
Adam,Glen,"Adam, Glen",Nueva Zelanda,22 de mayo de 1959,Defensor,https://www.losmundialesdefutbol.com/jugadores/glen_adam.php
Adamache,Stere,"Adamache, Stere",Rumania,17 de agosto de 1941,Arquero,https://www.losmundialesdefutbol.com/jugadores/stere_adamache.php
Adamec,Jozef,"Adamec, Jozef",Checoslovaquia,26 de febrero de 1942,Delantero,https://www.losmundialesdefutbol.com/jugadores/jozef_adamec.php
Adams,Fernand,"Adams, Fernand",BÃ©lgica,3 de mayo de 1903,Delantero,https://www.losmundialesdefutbol.com/jugadores/fernand_adams.php
Adams,Stephen,"Adams, Stephen",Ghana,28 de septiembre de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/stephen_adams.php
Adams,Tony,"Adams, Tony",Inglaterra,10 de octubre de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/tony_adams.php
Adams,Tyler,"Adams, Tyler",Estados Unidos,14 de febrero de 1999,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/tyler_adams.php
,Adaozinho,Adaozinho,Brasil,2 de abril de 1923,Delantero,https://www.losmundialesdefutbol.com/jugadores/adaozinho.php
Addo,Eric,"Addo, Eric",Ghana,12 de noviembre de 1978,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/eric_addo.php
Addo,Otto,"Addo, Otto",Ghana,9 de junio de 1975,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/otto_addo.php
Addy,Lee,"Addy, Lee",Ghana,26 de septiembre de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/lee_addy.php
Adebayor,Emmanuel,"Adebayor, Emmanuel",Togo,26 de febrero de 1984,Delantero,https://www.losmundialesdefutbol.com/jugadores/emmanuel_adebayor.php
Adekugbe,Sam,Samuel Ayomide Adekugbe,CanadÃ¡,16 de enero de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/sam_adekugbe.php
,Adelardo,Adelardo,EspaÃ±a,26 de noviembre de 1939,"Defensor, Delantero",https://www.losmundialesdefutbol.com/jugadores/adelardo.php
Adeleye,Dele,"Adeleye, Dele",Nigeria,25 de diciembre de 1988,Defensor,https://www.losmundialesdefutbol.com/jugadores/dele_adeleye.php
,Ademir,Ademir,Brasil,8 de noviembre de 1922,Delantero,https://www.losmundialesdefutbol.com/jugadores/ademir.php
,Ademir Da Guia,Ademir Da Guia,Brasil,3 de abril de 1942,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ademir_da_guia.php
Adepoju,Mutiu,"Adepoju, Mutiu",Nigeria,22 de diciembre de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mutiu_adepoju.php
Adeyemi,Karim,Karim David Adeyemi,Alemania,18 de enero de 2002,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/karim_adeyemi.php
Adiyiah,Dominic,"Adiyiah, Dominic",Ghana,29 de noviembre de 1989,Delantero,https://www.losmundialesdefutbol.com/jugadores/dominic_adiyiah.php
Adjei,Sammy,"Adjei, Sammy",Ghana,1 de septiembre de 1980,Arquero,https://www.losmundialesdefutbol.com/jugadores/sammy_adjei.php
,Ado,Ado,Brasil,4 de julio de 1944,Arquero,https://www.losmundialesdefutbol.com/jugadores/ado.php
Adomah,Albert,"Adomah, Albert",Ghana,13 de diciembre de 1987,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/albert_adomah.php
,Adriano,Adriano,Brasil,17 de febrero de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/adriano.php
AdvÃ­ncula,Luis,Luis Jan Piers AdvÃ­ncula CastrillÃ³n,PerÃº,2 de marzo de 1990,Defensor,https://www.losmundialesdefutbol.com/jugadores/luis_advincula.php
Aebi,Paul,"Aebi, Paul",Suiza,10 de septiembre de 1910,Delantero,https://www.losmundialesdefutbol.com/jugadores/paul_aebi.php
Aebischer,Michel,"Aebischer, Michel",Suiza,6 de enero de 1997,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/michel_aebischer.php
Aeby,Georges,"Aeby, Georges",Suiza,10 de septiembre de 1913,Delantero,https://www.losmundialesdefutbol.com/jugadores/georges_aeby.php
Afellay,Ibrahim,"Afellay, Ibrahim",Paises Bajos,2 de abril de 1986,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ibrahim_afellay.php
Afful,Harrison,"Afful, Harrison",Ghana,24 de junio de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/harrison_afful.php
Afif,Akram,Akram Hassan Afif Yahya Afif Alyafei,Catar,18 de noviembre de 1996,Delantero,https://www.losmundialesdefutbol.com/jugadores/akram_afif.php
Afolabi,Rabiu,"Afolabi, Rabiu",Nigeria,18 de abril de 1980,Defensor,https://www.losmundialesdefutbol.com/jugadores/rabiu_afolabi.php
Afonin,Valentin,"Afonin, Valentin",URSS,22 de diciembre de 1939,Defensor,https://www.losmundialesdefutbol.com/jugadores/valentin_afonin.php
,Afonsinho,Afonsinho,Brasil,8 de marzo de 1914,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/afonsinho.php
Afriyie,Daniel,Daniel Afriyie Barnieh,Ghana,26 de junio de 2001,Delantero,https://www.losmundialesdefutbol.com/jugadores/daniel_afriyie.php
Agassa,Kossi,"Agassa, Kossi",Togo,2 de julio de 1978,Arquero,https://www.losmundialesdefutbol.com/jugadores/kossi_agassa.php
Agbim,Chigozie,"Agbim, Chigozie",Nigeria,28 de noviembre de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/chigozie_agbim.php
Agbo,Hans,"Agbo, Hans",CamerÃºn,26 de septiembre de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/hans_agbo.php
Agboh,Kuami,"Agboh, Kuami",Togo,28 de diciembre de 1977,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kuami_agboh.php
Agbonavbare,Wilfred,"Agbonavbare, Wilfred",Nigeria,5 de octubre de 1966,Arquero,https://www.losmundialesdefutbol.com/jugadores/wilfred_agbonavbare.php
Agger,Daniel,"Agger, Daniel",Dinamarca,12 de diciembre de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/daniel_agger.php
Aghahowa,Julius,"Aghahowa, Julius",Nigeria,12 de febrero de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/julius_aghahowa.php
Agoos,Jeff,"Agoos, Jeff",Estados Unidos,2 de mayo de 1968,Defensor,https://www.losmundialesdefutbol.com/jugadores/jeff_agoos.php
Agu,Alloy,"Agu, Alloy",Nigeria,12 de julio de 1967,Arquero,https://www.losmundialesdefutbol.com/jugadores/alloy_agu.php
Aguerd,Nayef,"Aguerd, Nayef",Marruecos,30 de marzo de 1996,Defensor,https://www.losmundialesdefutbol.com/jugadores/nayef_aguerd.php
Aguero,Juan,"Aguero, Juan",Paraguay,24 de junio de 1935,Delantero,https://www.losmundialesdefutbol.com/jugadores/juan_aguero.php
AgÃ¼ero,Sergio,Sergio Leonel AgÃ¼ero del Castillo,Argentina,2 de junio de 1988,Delantero,https://www.losmundialesdefutbol.com/jugadores/sergio_aguero.php
Aguilar,Abel,Abel Enrique Aguilar Tapias,Colombia,6 de enero de 1985,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/abel_aguilar.php
Aguilar,Paul,"Aguilar, Paul",MÃ©xico,6 de marzo de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/paul_aguilar.php
Aguilar,Samuel,"Aguilar, Samuel",Paraguay,1 de enero de 1934,Arquero,https://www.losmundialesdefutbol.com/jugadores/samuel_aguilar.php
,Aguilera,Aguilera,EspaÃ±a,22 de mayo de 1969,Defensor,https://www.losmundialesdefutbol.com/jugadores/aguilera.php
Aguilera,Brandon,Brandon Aguilera Zamora,Costa Rica,28 de junio de 2003,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/brandon_aguilera.php
Aguilera,Carlos,"Aguilera, Carlos",Uruguay,21 de septiembre de 1964,Delantero,https://www.losmundialesdefutbol.com/jugadores/carlos_aguilera.php
Aguilera,Edgar,"Aguilera, Edgar",Paraguay,28 de julio de 1975,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/edgar_aguilera.php
Aguilera,Juan,"Aguilera, Juan",Chile,,Delantero,https://www.losmundialesdefutbol.com/jugadores/juan_aguilera.php
Aguilera,Oscar,"Aguilera, Oscar",Paraguay,11 de marzo de 1935,Delantero,https://www.losmundialesdefutbol.com/jugadores/oscar_aguilera.php
Aguinaga,Alex,"Aguinaga, Alex",Ecuador,9 de julio de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alex_aguinaga.php
Aguirre,Francisco,"Aguirre, Francisco",Paraguay,1 de enero de 1908,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/francisco_aguirre.php
Aguirre,Javier,"Aguirre, Javier",MÃ©xico,1 de diciembre de 1958,Delantero,https://www.losmundialesdefutbol.com/jugadores/javier_aguirre.php
Agyei,Daniel,"Agyei, Daniel",Ghana,10 de noviembre de 1989,Arquero,https://www.losmundialesdefutbol.com/jugadores/daniel_agyei.php
Agyemang-Badu,Emmanuel,"Agyemang-Badu, Emmanuel",Ghana,2 de diciembre de 1990,Defensor,https://www.losmundialesdefutbol.com/jugadores/emmanuel_agyemang_badu.php
Ahlstrom,Thomas,"Ahlstrom, Thomas",Suecia,17 de julio de 1952,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/thomas_ahlstrom.php
Ahlund,Olle,"Ahlund, Olle",Suecia,22 de agosto de 1920,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/olle_ahlund.php
Ahmadi,Rahman,"Ahmadi, Rahman",IrÃ¡n,30 de julio de 1980,Arquero,https://www.losmundialesdefutbol.com/jugadores/rahman_ahmadi.php
Ahmed,Homam,Homam Al-Amin Ahmed,Catar,25 de agosto de 1999,Defensor,https://www.losmundialesdefutbol.com/jugadores/homam_ahmed.php
Ahmet,Berman,"Ahmet, Berman",TurquÃ­a,,Defensor,https://www.losmundialesdefutbol.com/jugadores/berman_ahmet.php
Ahn,Jung Hwan,"Ahn, Jung Hwan",Corea del Sur,27 de enero de 1976,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/jung_hwan_ahn.php
Ahorlu,Stephen,"Ahorlu, Stephen",Ghana,5 de septiembre de 1988,Arquero,https://www.losmundialesdefutbol.com/jugadores/stephen_ahorlu.php
Ahumada,Sergio,"Ahumada, Sergio",Chile,2 de octubre de 1948,Delantero,https://www.losmundialesdefutbol.com/jugadores/sergio_ahumada.php
Aidoo,Joseph,"Aidoo, Joseph",Ghana,29 de septiembre de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/joseph_aidoo.php
Aigner,Ernst,"Aigner, Ernst",Austria,31 de octubre de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/ernst_aigner.php
Aimar,Pablo,"Aimar, Pablo",Argentina,3 de noviembre de 1979,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/pablo_aimar.php
Aird,John,"Aird, John",Escocia,18 de febrero de 1926,Defensor,https://www.losmundialesdefutbol.com/jugadores/john_aird.php
AÃ¯t Bennasser,Youssef,Youssef AÃ¯t Bennasser,Marruecos,7 de julio de 1996,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/youssef_ait_bennasser.php
Aitken,Roy,"Aitken, Roy",Escocia,24 de noviembre de 1958,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/roy_aitken.php
Aiyegbeni,Yakubu,"Aiyegbeni, Yakubu",Nigeria,22 de noviembre de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/yakubu_aiyegbeni.php
Aiyenugba,Dele,"Aiyenugba, Dele",Nigeria,20 de noviembre de 1983,Arquero,https://www.losmundialesdefutbol.com/jugadores/dele_aiyenugba.php
Akale,Kanga,"Akale, Kanga",Costa de Marfil,7 de marzo de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kanga_akale.php
Akanji,Manuel,Manuel Akanji,Suiza,19 de julio de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/manuel_akanji.php
AkÃ©,Nathan,"AkÃ©, Nathan",Paises Bajos,18 de febrero de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/nathan_ake.php
Akgun,Kacmaz,"Akgun, Kacmaz",TurquÃ­a,,Defensor,https://www.losmundialesdefutbol.com/jugadores/kacmaz_akgun.php
Akid,Mohamed,"Akid, Mohamed",TÃºnez,5 de julio de 1949,Delantero,https://www.losmundialesdefutbol.com/jugadores/mohamed_akid.php
Akinfeev,Igor,Igor Vladimirovich Akinfeev,Rusia,8 de abril de 1986,Arquero,https://www.losmundialesdefutbol.com/jugadores/igor_akinfeev.php
Akita,Yutaka,"Akita, Yutaka",JapÃ³n,6 de agosto de 1970,Defensor,https://www.losmundialesdefutbol.com/jugadores/yutaka_akita.php
Akoto,Eric,"Akoto, Eric",Togo,20 de julio de 1980,Defensor,https://www.losmundialesdefutbol.com/jugadores/eric_akoto.php
Akpa-Akpro,Jean-Daniel,"Akpa-Akpro, Jean-Daniel",Costa de Marfil,11 de octubre de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/jean_daniel_akpa_akpro.php
Akpeyi,Daniel,Daniel Akpeyi,Nigeria,3 de agosto de 1986,Arquero,https://www.losmundialesdefutbol.com/jugadores/daniel_akpeyi.php
,Akwa,Akwa,Angola,30 de mayo de 1977,Delantero,https://www.losmundialesdefutbol.com/jugadores/akwa.php
Akwuegbu,Benedict,"Akwuegbu, Benedict",Nigeria,3 de noviembre de 1974,Delantero,https://www.losmundialesdefutbol.com/jugadores/benedict_akwuegbu.php
Akyel,Fatih,"Akyel, Fatih",TurquÃ­a,26 de diciembre de 1977,Defensor,https://www.losmundialesdefutbol.com/jugadores/fatih_akyel.php
Al Anbari,Abdulaziz,"Al Anbari, Abdulaziz",Kuwait,3 de enero de 1954,Delantero,https://www.losmundialesdefutbol.com/jugadores/abdulaziz_al_anbari.php
Al Antaif,Tisir,"Al Antaif, Tisir",Arabia Saudita,16 de febrero de 1974,Arquero,https://www.losmundialesdefutbol.com/jugadores/tisir_al_antaif.php
Al Anzi,Awwad,"Al Anzi, Awwad",Arabia Saudita,24 de septiembre de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/awwad_al_anzi.php
Al Bahri,Ahmed,"Al Bahri, Ahmed",Arabia Saudita,18 de septiembre de 1980,Defensor,https://www.losmundialesdefutbol.com/jugadores/ahmed_al_bahri.php
Al Balushi,Abdulaziz,"Al Balushi, Abdulaziz",Kuwait,16 de febrero de 1960,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/abdulaziz_al_balushi.php
Al Bishi,Fahad,"Al Bishi, Fahad",Arabia Saudita,10 de septiembre de 1965,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/fahad_al_bishi.php
Al Bishi,Mohamed,"Al Bishi, Mohamed",Arabia Saudita,3 de mayo de 1987,Defensor,https://www.losmundialesdefutbol.com/jugadores/mohamed_al_bishi.php
Al Dakhil,Faisal,"Al Dakhil, Faisal",Kuwait,13 de agosto de 1957,Delantero,https://www.losmundialesdefutbol.com/jugadores/faisal_al_dakhil.php
Al Dawood,Saleh,"Al Dawood, Saleh",Arabia Saudita,24 de septiembre de 1968,Defensor,https://www.losmundialesdefutbol.com/jugadores/saleh_al_dawood.php
Al Deayea,Mohammed,"Al Deayea, Mohammed",Arabia Saudita,2 de agosto de 1972,Arquero,https://www.losmundialesdefutbol.com/jugadores/mohammed_al_deayea.php
Al Dosari,Abdullah,"Al Dosari, Abdullah",Arabia Saudita,1 de noviembre de 1969,Defensor,https://www.losmundialesdefutbol.com/jugadores/abdullah_al_dosari.php
Al Dosari,Abdullah Gaman,"Al Dosari, Abdullah Gaman",Arabia Saudita,10 de noviembre de 1977,Delantero,https://www.losmundialesdefutbol.com/jugadores/abdullah_gaman_al_dosari.php
Al Dosari,Ahmed,"Al Dosari, Ahmed",Arabia Saudita,25 de octubre de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/ahmed_al_dosari.php
Al Dosari,Obeid,"Al Dosari, Obeid",Arabia Saudita,2 de octubre de 1975,Delantero,https://www.losmundialesdefutbol.com/jugadores/obeid_al_dosari.php
Al Dossari,Khamis,Khamis Al-Owairan Al-Dossari,Arabia Saudita,8 de septiembre de 1973,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/khamis_al_dossari.php
Al Far,Hassan,"Al Far, Hassan",Egipto,1 de enero de 1913,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/hassan_al_far.php
Al Ghamdi,Omar,"Al Ghamdi, Omar",Arabia Saudita,11 de abril de 1979,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/omar_al_ghamdi.php
Al Ghanem,Nasser,"Al Ghanem, Nasser",Kuwait,4 de abril de 1961,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/nasser_al_ghanem.php
Al Ghesheyan,Fahad,"Al Ghesheyan, Fahad",Arabia Saudita,1 de agosto de 1973,Delantero,https://www.losmundialesdefutbol.com/jugadores/fahad_al_ghesheyan.php
Al Haddad,Abdulrahman,"Al Haddad, Abdulrahman",Emiratos Arabes,23 de septiembre de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/abdulrahman_al_haddad.php
